UF,MUNICIPIO,NOME,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,LATITUDE,LONGITUDE,ENDERECO_API,POINT,CEP,CO_CNES
PE,CAPOEIRAS,UBS VILA VINTEM,RUA PROJETADA,S/N,VINTEN,"RUA PROJETADA, VINTEN, CAPOEIRAS, PE, BRASIL",-8.74267,-38.96148,"Rua Projetada Vinte, 56440-000, Belém do São Francisco","8 44m 33.612s S, 38 57m 41.328s W",56440-000,0
PE,CAPOEIRAS,UNIDADE DE SAUDE DA FAMILIA DO OLHO DAGUA,SITIO OLHO DAGUA DOS POLVORAS,S/N,ZONA RURAL,"SITIO OLHO DAGUA DOS POLVORAS, ZONA RURAL, CAPOEIRAS, PE, BRASIL",-8.66351,-36.33913,"Estrada para Sítio Olho d'Água dos Pombos, 55385-000, Lajedo","8 39m 48.636s S, 36 20m 20.868s W",55385-000,0
PE,CAPOEIRAS,UNIDADE DE SAUDE DA FAMILIA DO IMBE,SITIO IMBE,S/N,CENTRO,"SITIO IMBE, CENTRO, CAPOEIRAS, PE, BRASIL",-7.354989999999999,-39.05033,"Estrada Capoeiras Sítio Areias & Avenida Padre Ibiapina, 63240, Abaiara","7 21m 17.964s S, 39 3m 1.188s W",63240,0
PE,CAPOEIRAS,POSTO DO RIACHO DO MEL US FAMILIA RIACHO DO MEL,POVOADO RIACHO DO MEL,S/N,CENTRO,"POVOADO RIACHO DO MEL, CENTRO, CAPOEIRAS, PE, BRASIL",-9.36538,-40.49906,"Rua Riacho do Mel, 56320-140, Petrolina","9 21m 55.368s S, 40 29m 56.616s W",56320-140,0
PE,CAPOEIRAS,UBS DO CATETE,SITIO CATETE,S/N,ZONA RURAL,"SITIO CATETE, ZONA RURAL, CAPOEIRAS, PE, BRASIL",-7.354989999999999,-39.05033,"Estrada Capoeiras Sítio Areias & Avenida Padre Ibiapina, 63240, Abaiara","7 21m 17.964s S, 39 3m 1.188s W",63240,7455755
PE,CAPOEIRAS,UNIDADE DE SAUDE DA FAMILIA GILDO MARQUES DE ANDRADE,RUA JANUARIO GUIMARAES,S/N,CENTRO,"RUA JANUARIO GUIMARAES, CENTRO, CAPOEIRAS, PE, BRASIL",-8.73397,-36.62913,"Rua Januário Guimarães, 55365-000, Capoeiras","8 44m 2.292s S, 36 37m 44.868s W",55365-000,0
PE,CAPOEIRAS,POSTO DE MANICOBA US F DE MANICOBA,POVOADO MANICOBA,S/N,CENTRO,"POVOADO MANICOBA, CENTRO, CAPOEIRAS, PE, BRASIL",-7.99431,-35.04115,"Rua Capoeiras, 54735-087, São Lourenço da Mata","7 59m 39.516s S, 35 2m 28.14s W",54735-087,0
PE,CAPOEIRAS,EABP I CAPOEIRAS,RUA JANUARIO GUIMARAES,S/N,CENTRO,"RUA JANUARIO GUIMARAES, CENTRO, CAPOEIRAS, PE, BRASIL",-8.73397,-36.62913,"Rua Januário Guimarães, 55365-000, Capoeiras","8 44m 2.292s S, 36 37m 44.868s W",55365-000,0
PE,CAPOEIRAS,UNIDADE DE SAUDE DA FAMILIA MARIA ZELIA,RUA JOAO BENEVIDES DE SANTANA,S/N,COHAB,"RUA JOAO BENEVIDES DE SANTANA, COHAB, CAPOEIRAS, PE, BRASIL",-8.74092,-36.62763,"Rua João Benevides de Santana, 55365-000, Capoeiras","8 44m 27.312s S, 36 37m 39.468s W",55365-000,0
PE,CAPOEIRAS,POSTO DO ALEGRE US F DO ALEGRE,ZONA RURAL,S/N,CENTRO,"ZONA RURAL, CENTRO, CAPOEIRAS, PE, BRASIL",-7.99431,-35.04115,"Rua Capoeiras, 54735-087, São Lourenço da Mata","7 59m 39.516s S, 35 2m 28.14s W",54735-087,0
PE,CARNAIBA,UNIDADE DE SAUDE DA FAMILIA DE SERRA BRANCA,RUA JOSE FERREIRA DA SILVA POV DE SERRA BRANCA,S/N,RURAL,"RUA JOSE FERREIRA DA SILVA POV DE SERRA BRANCA, RURAL, CARNAIBA, PE, BRASIL",-11.83142,-39.61324000000001,"Rua Aureliano Ferreira da Silva, 44655-000, Pé de Serra","11 49m 53.112s S, 39 36m 47.664s W",44655-000,2510308
PE,CARNAIBA,UNIDADE MOVEL DE SAUDE DE CARNAIBA,RUA PROFESSORA MARIA AVANIR,S/N,ZE DANTAS,"RUA PROFESSORA MARIA AVANIR, ZE DANTAS, CARNAIBA, PE, BRASIL",-6.558269999999999,-36.58291,"Rua Professora Maria José Dantas, 59374-000, Carnaúba dos Dantas","6 33m 29.772s S, 36 34m 58.476s W",59374-000,6857906
PE,CARNAIBA,UNIDADE DE SAUDE DA FAMILIA PROFESSOR FERNANDO FIGUEIRA,POVOADO DE ROCA DE DENTRO,S/N,CENTRO,"POVOADO DE ROCA DE DENTRO, CENTRO, CARNAIBA, PE, BRASIL",-8.81734,-36.23268,"Povoado Olho D Água de Dentro, 55420, Canhotinho","8 49m 2.424s S, 36 13m 57.648s W",55420,5173914
PE,CARNAIBA,UNIDADE DE SAUDE DA FAMILIA CARNAIBA 3,RUA NOSSA SENHORA DE FATIMA,S/N,CARNAIBA VELHA,"RUA NOSSA SENHORA DE FATIMA, CARNAIBA VELHA, CARNAIBA, PE, BRASIL",-7.81323,-37.79238,"Rua Nossa Senhora de Fátima, 56820-000, Carnaíba","7 48m 47.628s S, 37 47m 32.568s W",56820-000,3516024
PE,CARNAIBA,UNIDADE DE SAUDE DA FAMILIA CARNAIBA 4,RUA SANTO ANTONIO,S/N,CAIXA DAGUA,"RUA SANTO ANTONIO, CAIXA DAGUA, CARNAIBA, PE, BRASIL",-7.804639999999999,-37.79602,"Rua Santo Antônio, 56820-000, Carnaíba","7 48m 16.704s S, 37 47m 45.672s W",56820-000,7484089
PE,CARNAIBA,UNIDADE DE SAUDE DA FAMILIA DE LAGOA DO CAROA,RUA VEREADOR LUIZ MARTINS,S/N,ZONA RURAL,"RUA VEREADOR LUIZ MARTINS, ZONA RURAL, CARNAIBA, PE, BRASIL",-2.91258,-40.12518,"Rua Vereador Raimundo Costa Souza & Rua Padre Luiz Martins, 62580, Acaraú","2 54m 45.288s S, 40 7m 30.648s W",62580,6512453
PE,CARNAIBA,UNIDADE DE SAUDE DA FAMILIA CARNAIBA 2,RUA OTACILIO GOMES,S/N,CENTRO,"RUA OTACILIO GOMES, CENTRO, CARNAIBA, PE, BRASIL",-7.805169999999999,-37.79502,"Travessa Otacílio Gomes, 56820-000, Carnaíba","7 48m 18.612s S, 37 47m 42.072s W",56820-000,3516016
PE,CARNAIBA,UNIDADE DE SAUDE DA FAMILIA CARNAIBA 1,RUA PROJETADA,S/N,GITIRANA,"RUA PROJETADA, GITIRANA, CARNAIBA, PE, BRASIL",-7.80261,-37.79677,"Rua Projetada, 56820-000, Carnaíba","7 48m 9.396s S, 37 47m 48.372s W",56820-000,3390926
PE,CARNAIBA,UNIDADE DE SAUDE DA FAMILIA DE IBITIRANGA,TRAVESSA JOAO JACINTO,S/N,DISTRITO IBITIRANGA,"TRAVESSA JOAO JACINTO, DISTRITO IBITIRANGA, CARNAIBA, PE, BRASIL",-7.66688,-37.68827,"Travessa João Ferreira, 56825-000, Carnaíba","7 40m 0.768s S, 37 41m 17.772s W",56825-000,3390934
PE,CARNAIBA,UNIDADE MISTA JOSE DANTAS FILHO,RUA ADERCIO DE QUEIROZ LACERDA,S/N,ZE DANTAS,"RUA ADERCIO DE QUEIROZ LACERDA, ZE DANTAS, CARNAIBA, PE, BRASIL",-7.803160000000001,-37.7946,"Rua Aldemir Queiroz Lacerda, 56820-000, Carnaíba","7 48m 11.376s S, 37 47m 40.56s W",56820-000,0
PE,CARNAIBA,UNIDADE DE SAUDE DA FAMILIA DO POVOADO DA ITA,RUA NOSSA SENHORA DA SAUDE,S/N,POVOADO DA ITA,"RUA NOSSA SENHORA DA SAUDE, POVOADO DA ITA, CARNAIBA, PE, BRASIL",-8.04323,-34.92859,"Rua Nossa Senhora da Saúde, Recife","8 2m 35.628s S, 34 55m 42.924s W",,3390942
PE,CARNAUBEIRA DA PENHA,USF BARRA DO SILVA,POVOA DA BARRA DO SILVA,S/N,DISTRITO AREA RURAL,"POVOA DA BARRA DO SILVA, DISTRITO AREA RURAL, CARNAUBEIRA DA PENHA, PE, BRASIL",-8.32273,-38.75422,"Estrada para Barra do Silva, 56420-000, Carnaubeira da Penha","8 19m 21.828s S, 38 45m 15.192s W",56420-000,2355159
PE,CARNAUBEIRA DA PENHA,POSTO DE SAUDE SAO GONCALO,FAZ SAO GONCALO,S/N,CENTRO,"FAZ SAO GONCALO, CENTRO, CARNAUBEIRA DA PENHA, PE, BRASIL",-8.31873,-38.74334,Carnaubeira da Penha,"8 19m 7.428s S, 38 44m 36.024s W",,2205203
PE,CARNAUBEIRA DA PENHA,UNIDADE MISTA ARGEMIRO JOSE TORRES,AV MAJOR DARIO FERRAZ DE SA,207,CENTRO,"AV MAJOR DARIO FERRAZ DE SA, CENTRO, CARNAUBEIRA DA PENHA, PE, BRASIL",-8.32067,-38.74256,"Avenida Major Pedro Nunes, 56420, Carnaubeira da Penha","8 19m 14.412s S, 38 44m 33.216s W",56420,0
PE,CARNAUBEIRA DA PENHA,USF MASSAPE,AV MAJOR DARIO FERRAZ DE SA,141,CENTRO,"AV MAJOR DARIO FERRAZ DE SA, CENTRO, CARNAUBEIRA DA PENHA, PE, BRASIL",-8.32067,-38.74256,"Avenida Major Pedro Nunes, 56420, Carnaubeira da Penha","8 19m 14.412s S, 38 44m 33.216s W",56420,2355124
PE,CARPINA,UBS JARDIM NEOPOLIS II,RUA AMARO TERCO,S/N,NOVO,"RUA AMARO TERCO, NOVO, CARPINA, PE, BRASIL",-7.94321,-36.21481,"Rua Amaro Manoel Chagas, 55195, Santa Cruz do Capibaribe","7 56m 35.556s S, 36 12m 53.316s W",55195,7241690
PE,CARPINA,UBS SENZALA I,AVENIDA PAULO PESSOA PETRIBU,30,SENZALA I,"AVENIDA PAULO PESSOA PETRIBU, SENZALA I, CARPINA, PE, BRASIL",-7.85165,-35.25062,"Rua Senador Paulo Pessoa Guerra, 55818-535, Carpina","7 51m 5.94s S, 35 15m 2.232s W",55818-535,3849856
PE,CARPINA,UBS SAO JOSE,AVENIDA SANTA CRUZ,266,SAO JOSE,"AVENIDA SANTA CRUZ, SAO JOSE, CARPINA, PE, BRASIL",-7.8449981,-35.2565645,"Banco do Brasil, 720, Avenida Estácio Coimbra, Centro, Carpina, Região Geográfica Imediata de Carpina, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 55819-908, Brasil","7 50m 41.9932s S, 35 15m 23.6322s W",55819-908,2239116
PE,CARPINA,UBS CARNEIRO LEAO,RUA PAULO TAVARES DE ANDRADE,S/N,CARNEIRO LEAO,"RUA PAULO TAVARES DE ANDRADE, CARNEIRO LEAO, CARPINA, PE, BRASIL",-7.86039,-35.25445,"Rua Paulo Tavares de Lima, 55816, Carpina","7 51m 37.404s S, 35 15m 16.02s W",55816,5731631
PE,CARPINA,UBS CAJA I,AVENIDA GERCINA CARNEIRO,370,CAJA,"AVENIDA GERCINA CARNEIRO, CAJA, CARPINA, PE, BRASIL",-7.85612,-35.25874,"Rua Gercina Carneiro, Carpina","7 51m 22.032s S, 35 15m 31.464s W",,3849872
PE,CARPINA,UBS NOSSA SENHORA APARECIDA,RUA VALDEMAR SILVEIRA DE MOTA,S/N,LOTEAMANTO APARECIDA,"RUA VALDEMAR SILVEIRA DE MOTA, LOTEAMANTO APARECIDA, CARPINA, PE, BRASIL",-22.88704,-43.10747,"Rua Silveira da Mota, 24060, Niterói","22 53m 13.344s S, 43 6m 26.892s W",24060,2185172
PE,CARPINA,UBS JARDIM NEOPOLES,RUA AMARO TERCO,S/N,NOVO,"RUA AMARO TERCO, NOVO, CARPINA, PE, BRASIL",-7.94321,-36.21481,"Rua Amaro Manoel Chagas, 55195, Santa Cruz do Capibaribe","7 56m 35.556s S, 36 12m 53.316s W",55195,5708370
PE,CARPINA,UBS CAJA II,RUA JOSE DE AZEVEDO GUERRA,240,CAJA,"RUA JOSE DE AZEVEDO GUERRA, CAJA, CARPINA, PE, BRASIL",-7.84657,-35.26041,"Rua José Azevedo Guerra, 55813-620, Carpina","7 50m 47.652s S, 35 15m 37.476s W",55813-620,7294409
PE,CARPINA,UBS TRES MARIAS 2,RUA MOACIR MARIA DA SILVA,S/N,SANTO ANTONIO,"RUA MOACIR MARIA DA SILVA, SANTO ANTONIO, CARPINA, PE, BRASIL",-7.8332,-35.26336,"Rua Moacir Maria da Silva, 55816, Carpina","7 49m 59.52s S, 35 15m 48.096s W",55816,7301251
PE,CARPINA,UNIDADE MISTA FRANCISCO DE ASSIS CHATEAUBRIAND,AVENIDA CONSELHEIRO JOAO ALFREDO,S/N,SANTA CRUZ,"AVENIDA CONSELHEIRO JOAO ALFREDO, SANTA CRUZ, CARPINA, PE, BRASIL",-7.847162799999999,-35.2448351,"Avenida Conselheiro João Alfredo, Santa Cruz, Carpina, Região Geográfica Imediata de Carpina, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 55819-320, Brasil","7 50m 49.7861s S, 35 14m 41.4064s W",55819-320,0
PE,CARPINA,UBS CAJA III,RUA PAULO TAVARES DE ANDRADE,S/N,CARNEIRO LEAO,"RUA PAULO TAVARES DE ANDRADE, CARNEIRO LEAO, CARPINA, PE, BRASIL",-7.86039,-35.25445,"Rua Paulo Tavares de Lima, 55816, Carpina","7 51m 37.404s S, 35 15m 16.02s W",55816,9969284
PE,CARPINA,UBS LOTEAMENTO SANTANA,RUA SIZERMANDO CARNEIRO LEAO,S/N,SAO SEBASTIAO,"RUA SIZERMANDO CARNEIRO LEAO, SAO SEBASTIAO, CARPINA, PE, BRASIL",-7.84703,-35.25435,"Rua São Sebastião, 55818-590, Carpina","7 50m 49.308s S, 35 15m 15.66s W",55818-590,5512425
PE,CARPINA,UBS COHAB I,RUA 02,1,VILA DA COHAB I,"RUA 02, VILA DA COHAB I, CARPINA, PE, BRASIL",-8.709610000000001,-36.48726,"Rua Vila da Cohab, 55398-000, Jucati","8 42m 34.596s S, 36 29m 14.136s W",55398-000,2033259
PE,CARPINA,UBS TRES MARIAS,RUA SEVERINO GOMES DE FREITAS,171,TRES MARIAS,"RUA SEVERINO GOMES DE FREITAS, TRES MARIAS, CARPINA, PE, BRASIL",-7.8307268,-35.2597603,"Rua Severino Gomes de Freitas, Três Marias, Carpina, Região Geográfica Imediata de Carpina, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 55815-140, Brasil","7 49m 50.6165s S, 35 15m 35.1371s W",55815-140,3525929
PE,CARPINA,UBS SANTO ANTONIO,AVENIDA FRANCISCO VIANA,1057,SANTO ANTONIO,"AVENIDA FRANCISCO VIANA, SANTO ANTONIO, CARPINA, PE, BRASIL",-29.818140000000003,-50.49752,"Rua Francisco Viana, 95500-000, Santo Antônio da Patrulha","29 49m 5.304s S, 50 29m 51.072s W",95500-000,4545
PE,CARPINA,CTA CENTRO DE TESTAGEM E ACONSELHAMENTO EM DST AIDS,AVENIDA CONSELHEIRO JOAO ALFREDO,S/N,SANTA CRUZ,"AVENIDA CONSELHEIRO JOAO ALFREDO, SANTA CRUZ, CARPINA, PE, BRASIL",-7.847162799999999,-35.2448351,"Avenida Conselheiro João Alfredo, Santa Cruz, Carpina, Região Geográfica Imediata de Carpina, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 55819-320, Brasil","7 50m 49.7861s S, 35 14m 41.4064s W",55819-320,5924308
PE,CARPINA,UBS SENZALA II,RUA VEREADOR FELIPE NERY,10,SENZALA,"RUA VEREADOR FELIPE NERY, SENZALA, CARPINA, PE, BRASIL",-7.853160000000001,-35.25078,"Rua Vereador Felipe Nery, 55818-140, Carpina","7 51m 11.376s S, 35 15m 2.808s W",55818-140,2427451
PE,CARPINA,UBS FLORESTINHA,RUA DOS FLAMBOYANTES,195,FLORESTINHA,"RUA DOS FLAMBOYANTES, FLORESTINHA, CARPINA, PE, BRASIL",-7.8275976,-35.2578776,"Rua dos Flamboyantes, Três Marias, Carpina, Região Geográfica Imediata de Carpina, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 55815-140, Brasil","7 49m 39.3514s S, 35 15m 28.3594s W",55815-140,2427494
PE,CARPINA,UBS CARAUBA TORTA,VILA CARAUBA TORTA,S/N,ZONA RURAL,"VILA CARAUBA TORTA, ZONA RURAL, CARPINA, PE, BRASIL",-7.81105,-34.923320000000004,"Vila Rural, Igarassu","7 48m 39.78s S, 34 55m 23.952s W",,2636816
PE,CARPINA,UBS SANTO ANTONIO II,RUA ASSIS CHATEAUBRIAND,S/N,SANTO ANTONIO,"RUA ASSIS CHATEAUBRIAND, SANTO ANTONIO, CARPINA, PE, BRASIL",-24.61245,-53.61693,"Rua Santo Antônio, 85935, 85937, Assis Chateaubriand","24 36m 44.82s S, 53 37m 0.948s W",85935,5801818
PE,CARPINA,UBS BAIRRO NOVO,AVENIDA JAIME COUTINHO,S/N,BAIRRO NOVO,"AVENIDA JAIME COUTINHO, BAIRRO NOVO, CARPINA, PE, BRASIL",-7.84793,-35.23249000000001,"Avenida Jaime Coutinho Dias, Carpina","7 50m 52.548s S, 35 13m 56.964s W",,2427478
PE,CARPINA,UBS IPSEP,RUA LUIZ GONCALVES GUERRA,S/N,IPSEP,"RUA LUIZ GONCALVES GUERRA, IPSEP, CARPINA, PE, BRASIL",-7.85277,-35.25714,"Rua Doutor Gonçalves Guerra, Carpina","7 51m 9.972s S, 35 15m 25.704s W",,3525953
PE,CARUARU,UBS ALTO DO MOURA,RUA SAO SEBASTIAO,S/N,ALTO DO MOURA,"RUA SAO SEBASTIAO, ALTO DO MOURA, CARUARU, PE, BRASIL",-8.2980519,-36.0304716,"Rua São Sebastião, Alto do Moura, Caruaru, Região Geográfica Imediata de Caruaru, Região Geográfica Intermediária de Caruaru, Pernambuco, Região Nordeste, 55030-400, Brasil","8 17m 52.9868s S, 36 1m 49.6978s W",55030-400,2682419
PE,CARUARU,UBS SINHAZINHA I E II,RUA NECO LIRA,5,SALGADO,"RUA NECO LIRA, SALGADO, CARUARU, PE, BRASIL",-8.2775698,-35.9643406,"Rua Neco Lira, Salgado, Caruaru, Região Geográfica Imediata de Caruaru, Região Geográfica Intermediária de Caruaru, Pernambuco, Região Nordeste, 55020-240, Brasil","8 16m 39.2513s S, 35 57m 51.6262s W",55020-240,2345994
PE,CARUARU,CENTRO DE SAUDE INDIANOPOLIS,RUA ALFERES JORGE,S/N,INDIANOPOLIS,"RUA ALFERES JORGE, INDIANOPOLIS, CARUARU, PE, BRASIL",-8.2877755,-35.9638745,"Rua Alferes Jorge, Indianópolis, Caruaru, Região Geográfica Imediata de Caruaru, Região Geográfica Intermediária de Caruaru, Pernambuco, Região Nordeste, 55002-190, Brasil","8 17m 15.9918s S, 35 57m 49.9482s W",55002-190,2345595
PE,CARUARU,UNIDADE SAUDE ESCOLA DR ANTONIO VIEIRA,RUA PRESIDENTE ARTUR BERNARDES,S/N,SALGADO,"RUA PRESIDENTE ARTUR BERNARDES, SALGADO, CARUARU, PE, BRASIL",-8.2720582,-35.95727429999999,"Rua Presidente Artur Bernardes, Salgado, Caruaru, Região Geográfica Imediata de Caruaru, Região Geográfica Intermediária de Caruaru, Pernambuco, Região Nordeste, 55020-385, Brasil","8 16m 19.4095s S, 35 57m 26.1875s W",55020-385,2345935
PE,CARUARU,UBS CIDADE JARDIM,RUA JURANDIR GALINDO R 5,290,CIDADE JARDIM,"RUA JURANDIR GALINDO R 5, CIDADE JARDIM, CARUARU, PE, BRASIL",-8.28095,-35.9525,"Rua Jurandir Galindo, 5, 55038, Caruaru","8 16m 51.42s S, 35 57m 9s W",55038,2041219
PE,CARUARU,UBS JOSE LIBERATO I,RUA MESTRE GALDINO,125,LOT JOSE LIBERATO,"RUA MESTRE GALDINO, LOT JOSE LIBERATO, CARUARU, PE, BRASIL",-8.30015,-36.02729,"Rua Mestre Vitalino, Caruaru","8 18m 0.54s S, 36 1m 38.244s W",,2682524
PE,CARUARU,UBS SALGADO IV,RUA ALEXANDRINO DE ALENCAR,386,SALGADO,"RUA ALEXANDRINO DE ALENCAR, SALGADO, CARUARU, PE, BRASIL",-8.28755,-35.96699,"Rua José de Alencar, 55002-170, Caruaru","8 17m 15.18s S, 35 58m 1.164s W",55002-170,2682567
PE,CARUARU,UBS CIPO,SITIO CIPO,50,POSTO AGAMENOM,"SITIO CIPO, POSTO AGAMENOM, CARUARU, PE, BRASIL",-8.30972,-36.04737,"Agamenon Magalhães, Caruaru","8 18m 34.992s S, 36 2m 50.532s W",,7346085
PE,CARUARU,UBS PELADAS,POVOADO DE PELADAS,S/N,POVOADO PELADAS,"POVOADO DE PELADAS, POVOADO PELADAS, CARUARU, PE, BRASIL",-7.477489999999999,-39.84226,"Rua Povoado de Viracao, 56230-000, Exu","7 28m 38.964s S, 39 50m 32.136s W",56230-000,2346060
PE,CARUARU,UBS BARRA DE TAQUARA,RUA EXPEDITO ANTONIO DA SILVA,49,ST TAQUARA DE CIMA,"RUA EXPEDITO ANTONIO DA SILVA, ST TAQUARA DE CIMA, CARUARU, PE, BRASIL",-8.10613,-35.3097,"Rua Antônio Bezerra da Silva Filho, 55608-555, Vitória de Santo Antão","8 6m 22.068s S, 35 18m 34.92s W",55608-555,7425856
PE,CARUARU,UBS MARIA AUXILIADORA I E II,RUA LEONOR GALVAO,143,MARIA AUXILIADORA,"RUA LEONOR GALVAO, MARIA AUXILIADORA, CARUARU, PE, BRASIL",-8.276639999999999,-35.9936,"Rua Leonor Galvão de Souza, 55038-125, Caruaru","8 16m 35.904s S, 35 59m 36.96s W",55038-125,9081461
PE,CARUARU,UBS SERRANOPOLIS,RUA FRANCISCA ANA DA CONCEICAO,S/N,SERRANOPOLIS,"RUA FRANCISCA ANA DA CONCEICAO, SERRANOPOLIS, CARUARU, PE, BRASIL",-8.27673,-35.93614,"Rua Francisca Ana da Conceição, 55022-730, Caruaru","8 16m 36.228s S, 35 56m 10.104s W",55022-730,7425791
PE,CARUARU,UBS XICURU,VILA SAO JOAO DE XICURU,S/N,VILA XICURU,"VILA SAO JOAO DE XICURU, VILA XICURU, CARUARU, PE, BRASIL",-22.76717,-43.3556,"Vila São João, São João de Meriti","22 46m 1.812s S, 43 21m 20.16s W",,2345692
PE,CARUARU,UBS JOSE CARLOS DE OLIVEIRA II E III,RUA CICERA FERREIRA,S/N,J CARLOS DE OLIVEIRA,"RUA CICERA FERREIRA, J CARLOS DE OLIVEIRA, CARUARU, PE, BRASIL",-8.28102,-35.93246,"Rua Cícero José de Oliveira, 55038, Caruaru","8 16m 51.672s S, 35 55m 56.856s W",55038,2797976
PE,CARUARU,CENTRO DE SAUDE AMELIA DE PONTES,RUA DOS GUARARAPES,S/N,CENTRO,"RUA DOS GUARARAPES, CENTRO, CARUARU, PE, BRASIL",-8.355925200000001,-36.69677,"Rua dos Guararapes, Centro, Pesqueira, Região Geográfica Imediata de Belo Jardim-Pesqueira, Região Geográfica Intermediária de Caruaru, Pernambuco, Região Nordeste, 55200-000, Brasil","8 21m 21.3307s S, 36 41m 48.372s W",55200-000,2345579
PE,CARUARU,UBS VILA KENNEDY II,RUAJOAQUIM ALVES SOUZA E 08,S/N,VILA KENNEDY,"RUAJOAQUIM ALVES SOUZA E 08, VILA KENNEDY, CARUARU, PE, BRASIL",-8.2835,-35.99589,"Rua Eugênio Cordeiro de Souza, 55036-280, Caruaru","8 17m 0.6s S, 35 59m 45.204s W",55036-280,0
PE,CARUARU,UBS TERRA VERMELHA,VILA TERRA VERMELHA,S/N,VILA TERRA VERMELHA,"VILA TERRA VERMELHA, VILA TERRA VERMELHA, CARUARU, PE, BRASIL",-20.44365,-40.34999000000001,"Terra Vermelha, Vila Velha","20 26m 37.14s S, 40 20m 59.964s W",,2345749
PE,CARUARU,UBS SAO JOAO DA ESCOCIA I III E IV,RUA GENOVA,S/N,SAO JOAO DA ESCOCIA,"RUA GENOVA, SAO JOAO DA ESCOCIA, CARUARU, PE, BRASIL",-8.26989,-35.95195,"Rua São João da Escócia, 55018-470, Caruaru","8 16m 11.604s S, 35 57m 7.02s W",55018-470,2345706
PE,CARUARU,UBS RIACHO DOCE,POVOADO RIACHO DOCE,S/N,POVOADO RIACHO DOCE,"POVOADO RIACHO DOCE, POVOADO RIACHO DOCE, CARUARU, PE, BRASIL",-8.13834,-34.957640000000005,"Rua Riacho Doce, Pernambuco","8 8m 18.024s S, 34 57m 27.504s W",,2346087
PE,CARUARU,UBS SERRA VELHA,SITIO SERRA VELHA,S/N,VILA SERRA VELHA,"SITIO SERRA VELHA, VILA SERRA VELHA, CARUARU, PE, BRASIL",-20.44409,-40.35209,"Avenida Padre Gabriel, 29127-295, Vila Velha","20 26m 38.724s S, 40 21m 7.524s W",29127-295,2682443
PE,CARUARU,UBS VILA KENNEDY I,RUA EUGENIO CORDEIRO DE SOUZA,S/N,VILA KENNEDY,"RUA EUGENIO CORDEIRO DE SOUZA, VILA KENNEDY, CARUARU, PE, BRASIL",-8.2835,-35.99589,"Rua Eugênio Cordeiro de Souza, 55036-280, Caruaru","8 17m 0.6s S, 35 59m 45.204s W",55036-280,2682494
PE,CARUARU,CENTRO DE SAUDE ANA RODRIGUES,RUA MARTIN AFONSO,267,SAO FRANCISCO,"RUA MARTIN AFONSO, SAO FRANCISCO, CARUARU, PE, BRASIL",-8.29155,-35.97966,"Rua Martim Afonso, 55006-280, Caruaru","8 17m 29.58s S, 35 58m 46.776s W",55006-280,2345927
PE,CARUARU,UBS SAO JOAO DA ESCOCIA II,RUA DEP MAGALHAES R07,S/N,SAO JOAO DA ESCOCIA,"RUA DEP MAGALHAES R07, SAO JOAO DA ESCOCIA, CARUARU, PE, BRASIL",-8.26989,-35.95195,"Rua São João da Escócia, 55018-470, Caruaru","8 16m 11.604s S, 35 57m 7.02s W",55018-470,3020932
PE,CARUARU,PENITENCIARIA JUIZ PLACIDO DE SOUZA PJPS,AV ESPIRITO SANTO,30,VASSORAL,"AV ESPIRITO SANTO, VASSORAL, CARUARU, PE, BRASIL",-8.30004,-35.96527000000001,"Rua Espírito Santo, 55028-065, Caruaru","8 18m 0.144s S, 35 57m 54.972s W",55028-065,0
PE,CARUARU,UBS SEVERINO AFONSO,RUA FLORINALDO DA SILVA,S/N,SEVERINO AFONSO,"RUA FLORINALDO DA SILVA, SEVERINO AFONSO, CARUARU, PE, BRASIL",-8.29643,-35.96615999999999,"Rua Severino Ribeiro da Silva, 55028-018, Caruaru","8 17m 47.148s S, 35 57m 58.176s W",55028-018,9132821
PE,CARUARU,UBS MORRO SAO FRANCISCO,RUA JOAO JOSE DO REGO,262,MORRO DO BOM JESUS,"RUA JOAO JOSE DO REGO, MORRO DO BOM JESUS, CARUARU, PE, BRASIL",-8.2872591,-35.9765889,"Rua João José do Rêgo, Morro do Bom Jesus, Caruaru, Região Geográfica Imediata de Caruaru, Região Geográfica Intermediária de Caruaru, Pernambuco, Região Nordeste, 55012-310, Brasil","8 17m 14.1328s S, 35 58m 35.72s W",55012-310,2345676
PE,CARUARU,UBS CAIUCA I,RUA SAO JOAQUIM DO MONTE,684,CAIUCA,"RUA SAO JOAQUIM DO MONTE, CAIUCA, CARUARU, PE, BRASIL",-8.0178,-34.89085,"Rua São Joaquim do Monte, Recife","8 1m 4.08s S, 34 53m 27.06s W",,2682508
