UF,MUNICIPIO,NOME,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,LATITUDE,LONGITUDE,ENDERECO_API,POINT,CEP,CO_CNES
MS,CAMPO GRANDE,SESAU USF PAULO COELHO MACHADO,RUA ALCIDES CELSO MACHERET,125,PAULO COELHO MACHADO,"RUA ALCIDES CELSO MACHERET, PAULO COELHO MACHADO, CAMPO GRANDE, MS, BRASIL",-20.55426,-54.60289,"Rua Alcides Celso Macheret, 79072-484, Campo Grande","20 33m 15.336s S, 54 36m 10.404s W",79072-484,3198278
MS,CAMPO GRANDE,SESAU USF DRA MARLY ANNA TATTON BERG G PEREIRA MARABA,RUA TORQUARTO NETO,28,JD MARABA,"RUA TORQUARTO NETO, JD MARABA, CAMPO GRANDE, MS, BRASIL",-20.43381,-54.58127,"Rua Torquato Neto, 79023-131, Campo Grande","20 26m 1.716s S, 54 34m 52.572s W",79023-131,10421
MS,CAMPO GRANDE,SESAU USF VILA CORUMBA,RUA VINCENTE PINZON,459,VILA CORUMBA,"RUA VINCENTE PINZON, VILA CORUMBA, CAMPO GRANDE, MS, BRASIL",-20.44896,-54.63057,"Rua Vicente Pinzon, 79009-030, Campo Grande","20 26m 56.256s S, 54 37m 50.052s W",79009-030,3023737
MS,CAMPO GRANDE,SESAU USF DRA MARIA JOSE DE PAULI TRES BARRAS,RODOVIA MS 040 KM 10,S/N,TRES BARRAS,"RODOVIA MS 040 KM 10, TRES BARRAS, CAMPO GRANDE, MS, BRASIL",-20.38404,-54.5722,"Rua Kenneth Martins Coelho, 10, 79017-674, Campo Grande","20 23m 2.544s S, 54 34m 19.92s W",79017-674,21679
MS,CAMPO GRANDE,SESAU USF DR BENJAMIM ASATO PARQUE DO SOL,AVENIDA EVELINA SELINGARD,1008,PARQUE DO SOL,"AVENIDA EVELINA SELINGARD, PARQUE DO SOL, CAMPO GRANDE, MS, BRASIL",-20.55071,-54.65152,"Rua Evelina F Selingardi, Campo Grande","20 33m 2.556s S, 54 39m 5.472s W",,28835
MS,CAMPO GRANDE,SESAU USF DR SUMIE IKEDA RODRIGUES SERRADINHO,RUA DELMIRO GOUVEIA,427,VILA SERRADINHO,"RUA DELMIRO GOUVEIA, VILA SERRADINHO, CAMPO GRANDE, MS, BRASIL",-20.4587662,-54.682973200000006,"Rua Delmiro Gouveia, Serradinho, Nova Campo Grande, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79103-290, Brasil","20 27m 31.5583s S, 54 40m 58.7035s W",79103-290,10197
MS,CAMPO GRANDE,SESAU UBS JAIR GARCIA DE FREITAS 26 DE AGOSTO,RUA RUI BARBOSA,4670,SAO FRANCISCO,"RUA RUI BARBOSA, SAO FRANCISCO, CAMPO GRANDE, MS, BRASIL",-20.4504189,-54.61644820000001,"Rua Rui Barbosa, Anfe, São Francisco, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79002-352, Brasil","20 27m 1.50804s S, 54 36m 59.2135s W",79002-352,10227
MS,CAMPO GRANDE,SESAU USF DR WALFRIDO AZAMBUJA ALVES PEREIRA,RUA FILOMENA SEGUNDO NASCIMENTO,812,JARDIM MONUMENTO,"RUA FILOMENA SEGUNDO NASCIMENTO, JARDIM MONUMENTO, CAMPO GRANDE, MS, BRASIL",-20.519170000000013,-54.58004,"Rua Filomena São Nascimento, Campo Grande","20 31m 9.012s S, 54 34m 48.144s W",,10340
MS,CAMPO GRANDE,SESAU USF DRA ALDA GUEDES GARCIA OLIVEIRA JARDIM AZALEIA,RUA RIVERSIDE,S/N,JARDIM AZALEIA,"RUA RIVERSIDE, JARDIM AZALEIA, CAMPO GRANDE, MS, BRASIL",-20.421542,-54.6474606,"Rua Riverside, Azaléia, Nasser, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79116-160, Brasil","20 25m 17.5512s S, 54 38m 50.8582s W",79116-160,3051374
MS,CAMPO GRANDE,SESAU USF DR ROGER BUAINAIN ROCHEDINHO,RUA GUIA LOPES,262,ROCHEDINHO,"RUA GUIA LOPES, ROCHEDINHO, CAMPO GRANDE, MS, BRASIL",-20.2244622,-54.5907981,"Rua Guia Lopes, Bom Fim, Jaraguari, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, Brasil","20 13m 28.0639s S, 54 35m 26.8732s W",,21652
MS,CAMPO GRANDE,SESAU USF UBS DR OLIMPIO CAVALHEIRO COHAB,RUA DAVID CORREIA LEITE S N,310,COHAB,"RUA DAVID CORREIA LEITE S N, COHAB, CAMPO GRANDE, MS, BRASIL",-20.53462,-54.62071,"Rua David Correia Leite, 79071-310, Campo Grande","20 32m 4.632s S, 54 37m 14.556s W",79071-310,0
MS,CAMPO GRANDE,SESAU UBS DR WILLIAN MACKSOUD ESTRELA DO SUL,RUA HAMLET,313,ESTRELA DO SUL,"RUA HAMLET, ESTRELA DO SUL, CAMPO GRANDE, MS, BRASIL",-20.417885,-54.59598570000001,"Rua Hamlet, Estrela do Sul, Coronel Antonino, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79013-821, Brasil","20 25m 4.386s S, 54 35m 45.5485s W",79013-821,10324
MS,CAMPO GRANDE,SESAU USF DR ELIZABTH WANDERLE TOBARU BOTAFOGO,RUA CASCAIS,128,JARDIM BOTAFOGO,"RUA CASCAIS, JARDIM BOTAFOGO, CAMPO GRANDE, MS, BRASIL",-20.39498,-54.5751,"Rua Botafogo, 79017, Campo Grande","20 23m 41.928s S, 54 34m 30.36s W",79017,0
MS,CAMPO GRANDE,SESAU UBS DRA ELEONORA M QUEVEDO SILVIA REGINA,RUA TORDESILHA,S/N,SILVIA REGINA,"RUA TORDESILHA, SILVIA REGINA, CAMPO GRANDE, MS, BRASIL",-20.52737,-54.65818,"Rua Sílvia Konrat, 79085, Campo Grande","20 31m 38.532s S, 54 39m 29.448s W",79085,0
MS,CAMPO GRANDE,SESAU USF MARIA APARECIDA PEDROSSIAN,AVENIDA MANOEL PADIAL,390,MARIA AP PEDROSSIAN,"AVENIDA MANOEL PADIAL, MARIA AP PEDROSSIAN, CAMPO GRANDE, MS, BRASIL",-20.4759331,-54.5516466,"Avenida Manoel Padial, Samambaia, Maria Aparecida Pedrossian, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79044-350, Brasil","20 28m 33.3592s S, 54 33m 5.92776s W",79044-350,10278
MS,CAMPO GRANDE,SESAU UBS ENG ARTHUR HOKAMA DONA NETA GUANANDI,RUA CORA,100,GUANANDY,"RUA CORA, GUANANDY, CAMPO GRANDE, MS, BRASIL",-20.4964842,-54.641551,"Rua Corá, Guanandi, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79006-970, Brasil","20 29m 47.3431s S, 54 38m 29.5836s W",79006-970,24465
MS,CAMPO GRANDE,SESAU UBS DR VESPASIANO BARBOSA MARTINS VILA POPULAR,RUA DALILA SIQUEIRA,736,VILA POPULAR,"RUA DALILA SIQUEIRA, VILA POPULAR, CAMPO GRANDE, MS, BRASIL",-20.45288,-54.70366,"Rua Dalila Siqueira, 79108-341, Campo Grande","20 27m 10.368s S, 54 42m 13.176s W",79108-341,10170
MS,CAMPO GRANDE,SESAU USF VILA CARVALHO,RUA JOAQUIM MANOEL DE CARVALHO,605,VILA CARVALHO,"RUA JOAQUIM MANOEL DE CARVALHO, VILA CARVALHO, CAMPO GRANDE, MS, BRASIL",-20.47409,-54.62089,"Avenida Joaquim Manoel de Carvalho, 79005-580, Campo Grande","20 28m 26.724s S, 54 37m 15.204s W",79005-580,7108044
MS,CAMPO GRANDE,ESTABELECIMENTO PENAL FEMININO IRMA IRMA ZORZI EPFIIZ,RUA URUGUAIANA,563,CORONEL ANTONINO,"RUA URUGUAIANA, CORONEL ANTONINO, CAMPO GRANDE, MS, BRASIL",-20.4356201,-54.5989591,"Rua Uruguaiana, Coronel Antonino, Cruzeiro, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79010-500, Brasil","20 26m 8.23236s S, 54 35m 56.2528s W",79010-500,7773145
MS,CAMPO GRANDE,SESAU USF MARIA IVONE DE O NASCIMENTO ARAKAKI VILA FERNANDA,RUA NELSON MARTINS LIMA,30,VILA FERNANDA,"RUA NELSON MARTINS LIMA, VILA FERNANDA, CAMPO GRANDE, MS, BRASIL",-20.5162391,-54.6866074,"Rua Nelson Martins Lima, Rancho Alegre II, Caiobá, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79096-826, Brasil","20 30m 58.4608s S, 54 41m 11.7866s W",79096-826,7568835
MS,CAMPO GRANDE,SESAU USF DR EVANDRO M DE ARRUDA DOM ANTONIO,R DOMINGOS BELENTANI,0,DOM ANTONIO,"R DOMINGOS BELENTANI, DOM ANTONIO, CAMPO GRANDE, MS, BRASIL",-20.5558862,-54.6521425,"Rua Domingos Belentani, Parque do Sol, Lageado, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79075-120, Brasil","20 33m 21.1903s S, 54 39m 7.713s W",79075-120,9898271
MS,CAMPO GRANDE,SESAU USF DR ELIAS NASSER NETO JOSE ABRAO,RUA ANTONIO LOPES,77,JOSE ABRAO,"RUA ANTONIO LOPES, JOSE ABRAO, CAMPO GRANDE, MS, BRASIL",-20.417255,-54.6616406,"Rua Antônio Lopes, José Abrão, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79114-190, Brasil","20 25m 2.118s S, 54 39m 41.9062s W",79114-190,10294
MS,CAMPO GRANDE,SESAU USF DR ADEMAR GUEDES DE SOUZA MATA DO JACINTO,RUA WILSON MANGINI MARQUES,153,MATA DO JACINTO,"RUA WILSON MANGINI MARQUES, MATA DO JACINTO, CAMPO GRANDE, MS, BRASIL",-20.4250111,-54.5689796,"Rua Wilson Mangini Marques, Mata do Jacinto, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79033-283, Brasil","20 25m 30.04s S, 54 34m 8.32656s W",79033-283,10146
MS,CAMPO GRANDE,SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO,RUA SANTA QUITERIA,1238,IRACY COELHO,"RUA SANTA QUITERIA, IRACY COELHO, CAMPO GRANDE, MS, BRASIL",-20.5304285,-54.6441855,"Rua Santa Quitéria, Centenário, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79074-095, Brasil","20 31m 49.5426s S, 54 38m 39.0678s W",79074-095,5506158
MS,CAMPO GRANDE,SESAU USF NOVA ESPERANCA,RUA ANHUMAS,383,PIRATININGA,"RUA ANHUMAS, PIRATININGA, CAMPO GRANDE, MS, BRASIL",-20.4991969,-54.6355489,"Rua Anhumas, Nhanhá, Piratininga, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79081-180, Brasil","20 29m 57.1088s S, 54 38m 7.97604s W",79081-180,3334406
MS,CAMPO GRANDE,SESAU UBS DR CELSO LACERDA DE AZEVEDO PIONEIRA,RUA ANA LUIZA DE SOUZA,685,PIONEIRA,"RUA ANA LUIZA DE SOUZA, PIONEIRA, CAMPO GRANDE, MS, BRASIL",-20.51815,-54.61533000000001,"Rua Ana Luiza de Souza, 79070, Campo Grande","20 31m 5.34s S, 54 36m 55.188s W",79070,10367
MS,CAMPO GRANDE,SESAU USF SAO BENEDITO,RUA DO SEMINARIO,1712,PORTAL DO GRAMADO,"RUA DO SEMINARIO, PORTAL DO GRAMADO, CAMPO GRANDE, MS, BRASIL",-20.4249931,-54.6199847,"Rua do Seminário, Portal do Gramado, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79118-280, Brasil","20 25m 29.9752s S, 54 37m 11.9449s W",79118-280,3361837
MS,CAMPO GRANDE,MODULO DE SAUDE DO COMPLEXO PENITENCIARIO DE CAMPO GRANDE MS,RUA URUPES,1,JARDIM NOROESTE,"RUA URUPES, JARDIM NOROESTE, CAMPO GRANDE, MS, BRASIL",-20.45554,-54.52825,"Rua Urupes, 79045-292, Campo Grande","20 27m 19.944s S, 54 31m 41.7s W",79045-292,7975783
MS,CAMPO GRANDE,SESAU USF MESTRE JOSE ALBERTO VERONESE SEMINARIO,AVENIDA TAMANDARE,6000,JD SEMINARIO,"AVENIDA TAMANDARE, JD SEMINARIO, CAMPO GRANDE, MS, BRASIL",-20.42047,-54.62329,"Avenida Tamandaré, 79014, 79117, 79118, Campo Grande","20 25m 13.692s S, 54 37m 23.844s W",79014,5672368
MS,CAMPO GRANDE,SESAU USF HERBERTO CALADO REBELO AERO ITALIA,RUA RIO GALHEIROS,280,JARDIM ITALIA,"RUA RIO GALHEIROS, JARDIM ITALIA, CAMPO GRANDE, MS, BRASIL",-20.44318,-54.68785,"Rua Rio Galheiro, Campo Grande","20 26m 35.448s S, 54 41m 16.26s W",,3598209
MS,CAMPO GRANDE,SESAU USF DR JURANDYR DE CASTRO COIMBRA ZE PEREIRA,AVENIDA ENGENHEIRO AMELIO CARVALHO BAIS,1829,ZE PEREIRA,"AVENIDA ENGENHEIRO AMELIO CARVALHO BAIS, ZE PEREIRA, CAMPO GRANDE, MS, BRASIL",-20.43467,-54.66065,"Avenida Engenheiro Amélio Carvalho Baís, Campo Grande","20 26m 4.812s S, 54 39m 38.34s W",,3051927
MS,CAMPO GRANDE,SESAU USF DR CARLOS A JURGIELEWCZ CRISTO REDENTOR,PADRE MUSSA TUMA,S/N,JARDIM ITAMARACA,"PADRE MUSSA TUMA, JARDIM ITAMARACA, CAMPO GRANDE, MS, BRASIL",-20.50963,-54.56746,"Rua Padre Musa Tuma, 79062-130, Campo Grande","20 30m 34.668s S, 54 34m 2.856s W",79062-130,9983449
MS,CAMPO GRANDE,SESAU USF DR EMILIO GARBELOTI NETO TARUMA,RUA FANORTE,544,JARDIM TARUMA,"RUA FANORTE, JARDIM TARUMA, CAMPO GRANDE, MS, BRASIL",-20.545085500000013,-54.67405110000001,"Rua Fanorte, Tarumã II, Tarumã, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79097-670, Brasil","20 32m 42.3078s S, 54 40m 26.584s W",79097-670,3080021
MS,CAMPO GRANDE,SESAU USF DR NELSON ASSEF BUAINAIN JARDIM ANTARTICA,RUA TENENTE ANTONIO JOAO RIBEIRO,1190,JARDIM ANTARTICA,"RUA TENENTE ANTONIO JOAO RIBEIRO, JARDIM ANTARTICA, CAMPO GRANDE, MS, BRASIL",-20.4989257,-54.66612070000001,"Rua Tenente Antônio João Ribeiro, Buriti, Leblon, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79092-340, Brasil","20 29m 56.1325s S, 54 39m 58.0345s W",79092-340,7108052
MS,CAMPO GRANDE,SESAU UBS DR ALBERTO NEDER CAICARA,AVENIDA VITAL BRASIL,1,CAICARA,"AVENIDA VITAL BRASIL, CAICARA, CAMPO GRANDE, MS, BRASIL",-20.48038,-54.65026,"Rua Vital Brasil, 79090-222, Campo Grande","20 28m 49.368s S, 54 39m 0.936s W",79090-222,10251
MS,CAMPO GRANDE,SESAU USF NOVA BAHIA,AVENIDA NOSSO SENHOR DO BONFIM,26,NOVA BAHIA,"AVENIDA NOSSO SENHOR DO BONFIM, NOVA BAHIA, CAMPO GRANDE, MS, BRASIL",-20.4106483,-54.5718861,"Avenida Nosso Senhor do Bonfim, Novo Amazonas, Novos Estados, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79033-480, Brasil","20 24m 38.3339s S, 54 34m 18.79s W",79033-480,0
MS,CAMPO GRANDE,SESAU USF SAO FRANCISCO,RUA IDA BAIS,19,NOVA LIMA,"RUA IDA BAIS, NOVA LIMA, CAMPO GRANDE, MS, BRASIL",-20.3838605,-54.55986899999999,"Rua Ida Baís, Anache, Nova Lima, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79017-121, Brasil","20 23m 1.8978s S, 54 33m 35.5284s W",79017-121,10332
MS,CAMPO GRANDE,SESAU USF DR SYRZIL WILSON MAKSOUD SIRIO LIBANES,RUA TAMER GELELAITE,S/N,SIRIO LIBANES,"RUA TAMER GELELAITE, SIRIO LIBANES, CAMPO GRANDE, MS, BRASIL",-20.426070000000006,-54.65863,"Avenida Tamer Geleláite, 79115, Campo Grande","20 25m 33.852s S, 54 39m 31.068s W",79115,9230246
MS,CAMPO GRANDE,SESAU USF PEDRO FELIX DE SOUZA PARADISO,RUA HANNA ABDUL AHAD,315,JARDIM PARADISO,"RUA HANNA ABDUL AHAD, JARDIM PARADISO, CAMPO GRANDE, MS, BRASIL",-20.43178,-54.62797,"Rua Hanna Abdulahad, 79117-008, Campo Grande","20 25m 54.408s S, 54 37m 40.692s W",79117-008,9013415
MS,CAMPO GRANDE,SESAU USF VILA COX SANTA LUZIA,RUA SANTA GERTRUDES,S/N,VILA COX,"RUA SANTA GERTRUDES, VILA COX, CAMPO GRANDE, MS, BRASIL",-20.410872,-54.6431539,"Rua Santa Gertrudes, Vila Cox, Nasser, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79116-570, Brasil","20 24m 39.1392s S, 54 38m 35.354s W",79116-570,9439919
MS,CAMPO GRANDE,SESAU UBS DR NICOLAU FRAGELLI LAR DO TRABALHADOR,RUA DOS NARCISOS,20,LAR DO TRABALHADOR,"RUA DOS NARCISOS, LAR DO TRABALHADOR, CAMPO GRANDE, MS, BRASIL",-20.4522422,-54.6456333,"Rua dos Narcisos, Lar do Trabalhador, Sobrinho, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79110-503, Brasil","20 27m 8.07192s S, 54 38m 44.2799s W",79110-503,10189
MS,CAMPO GRANDE,SESAU USF MANOEL SECCO THOME INDUBRASIL,RUA JI PARANA,140,INDUSTRIAL,"RUA JI PARANA, INDUSTRIAL, CAMPO GRANDE, MS, BRASIL",-20.48048,-54.75235,"Avenida Ji Paraná, 79017, Campo Grande","20 28m 49.728s S, 54 45m 8.46s W",79017,10219
MS,CAMPO GRANDE,SESAU USF ALFREDO NEDER COOPHAVILA II,RUA DOS RECIFES,981,COOPHAVILLA II,"RUA DOS RECIFES, COOPHAVILLA II, CAMPO GRANDE, MS, BRASIL",-20.53581,-54.66981,"Rua dos Recifes, 79097-050, Campo Grande","20 32m 8.916s S, 54 40m 11.316s W",79097-050,28851
MS,CAMPO GRANDE,SESAU USF DR HIROSE ADANIA BONANCA,RUA JARDIM SANTO INACIO,325,BONANCA,"RUA JARDIM SANTO INACIO, BONANCA, CAMPO GRANDE, MS, BRASIL",-20.4936902,-54.6613035,"Rua Jardim Santo Inácio, Bonança, Leblon, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79090-242, Brasil","20 29m 37.2847s S, 54 39m 40.6926s W",79090-242,10200
MS,CAMPO GRANDE,SESAU USF DR HELIO MARTINS COELHO BATISTAO,RUA SOUTO MAIOR,1935,JARDIM BATISTAO,"RUA SOUTO MAIOR, JARDIM BATISTAO, CAMPO GRANDE, MS, BRASIL",-20.52091,-54.66599,"Rua Souto Maior, 79094-560, Campo Grande","20 31m 15.276s S, 54 39m 57.564s W",79094-560,7096895
MS,CAMPO GRANDE,SESAU USF DR NELSON TOKUEI SIMABUKURO AERO RANCHO IV,RUA LEONOR GARCIA ROSA PIRES,285,AERO RANCHO IV,"RUA LEONOR GARCIA ROSA PIRES, AERO RANCHO IV, CAMPO GRANDE, MS, BRASIL",-20.5146649,-54.64714839999999,"Rua Leonor Garcia Rosa Pires, Aero Rancho IV, Aero Rancho, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79084-122, Brasil","20 30m 52.7936s S, 54 38m 49.7342s W",79084-122,7096887
MS,CAMPO GRANDE,SESAU UBS DR JOAO PEREIRA DA ROSA AERO RANCHO,AVENIDA RAQUEL DE QUEIROZ,995,CONJUNTO AERO RANCHO,"AVENIDA RAQUEL DE QUEIROZ, CONJUNTO AERO RANCHO, CAMPO GRANDE, MS, BRASIL",-20.52261,-54.64676,"Avenida Rachel de Queiroz, 79076, 79083, 79084, Campo Grande","20 31m 21.396s S, 54 38m 48.336s W",79076,24449
MS,CAMPO GRANDE,SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA,RUA ILHA DE MARAJO,440,PORTAL CAIOBA,"RUA ILHA DE MARAJO, PORTAL CAIOBA, CAMPO GRANDE, MS, BRASIL",-20.5224551,-54.6824433,"Rua Ilha de Marajó, Portal Caiobá I, Caiobá, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79096-230, Brasil","20 31m 20.8384s S, 54 40m 56.7959s W",79096-230,28827
MS,CAMPO GRANDE,SESAU UBS DR ASTROGILDO CARMONA CARLOTA,RUA SAO COSME E DAMIAO S N,322,JARDIM PAULISTA,"RUA SAO COSME E DAMIAO S N, JARDIM PAULISTA, CAMPO GRANDE, MS, BRASIL",-20.491361,-54.6109441,"Rua São Cosme e Damião, Progresso, Jardim Paulista, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79050-010, Brasil","20 29m 28.8996s S, 54 36m 39.3988s W",79050-010,10154
MS,CAMPO GRANDE,SESAU USF DR SONI LYDIA SOUZA WOLF MACAUBAS,AVENIDA DOS CAFEZAIS,2697,JARDIM MACAUBAS,"AVENIDA DOS CAFEZAIS, JARDIM MACAUBAS, CAMPO GRANDE, MS, BRASIL",-20.5479363,-54.6166235,"Avenida dos Cafezais, Jardim das Macaúbas, Centro Oeste, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79073-030, Brasil","20 32m 52.5707s S, 54 36m 59.8446s W",79073-030,10413
MS,CAMPO GRANDE,SESAU USF EDSON QUINTINO MENDES JARDIM ITAMARACA,AVENIDA GUAICURUS,1647,JARDIM ITAMARACA,"AVENIDA GUAICURUS, JARDIM ITAMARACA, CAMPO GRANDE, MS, BRASIL",-20.52956,-54.61206,"Avenida Guaicurus, Campo Grande","20 31m 46.416s S, 54 36m 43.416s W",,24341
MS,CAMPO GRANDE,SESAU USF DR ALBINO COIMBRA SANTA CARMELIA,RUA TERLITA GARCIA,1438,SANTA CARMELIA,"RUA TERLITA GARCIA, SANTA CARMELIA, CAMPO GRANDE, MS, BRASIL",-20.42874,-54.65127,"Rua Terlita Garcia, Campo Grande","20 25m 43.464s S, 54 39m 4.572s W",,24422
MS,CAMPO GRANDE,SESAU USF SEBASTIAO LUIZ NOGUEIRA LOS ANGELES,RUA FRANCISCO CHAVES,568,JARDIM LOS ANGELES,"RUA FRANCISCO CHAVES, JARDIM LOS ANGELES, CAMPO GRANDE, MS, BRASIL",-20.5482689,-54.6329442,"Rua Francisco Chaves, Francisco Espinhosa, Los Angeles, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79075-260, Brasil","20 32m 53.768s S, 54 37m 58.5991s W",79075-260,3285294
MS,CAMPO GRANDE,SESAU USF DR EDGAR PEDRO RAUPP SPERB ARNALDO,DOS GRAFICOS,24,ARNALDO ESTEVAO DE F,"DOS GRAFICOS, ARNALDO ESTEVAO DE F, CAMPO GRANDE, MS, BRASIL",-19.95441,-54.89343,"Rua Campo Grande & Rua Doutor Arnaldo Estevão de Figueiredo, 79450, Rochedo","19 57m 15.876s S, 54 53m 36.348s W",79450,9983406
MS,CAMPO GRANDE,SESAU CF DRA MARCIA DE SA EARP NOVA LIMA,RUA PADRE ANTONIO FRANCO,550,NOVA LIMA,"RUA PADRE ANTONIO FRANCO, NOVA LIMA, CAMPO GRANDE, MS, BRASIL",-20.3958719,-54.56727729999999,"Rua Padre Antônio Franco, Nova Lima, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79017-121, Brasil","20 23m 45.1388s S, 54 34m 2.19828s W",79017-121,2752530
MS,CAMPO GRANDE,SESAU USF DR ANTONIO PEREIRA TIRADENTES,JOSE NOGUEIRA VIEIRA,337,TIRADENTES,"JOSE NOGUEIRA VIEIRA, TIRADENTES, CAMPO GRANDE, MS, BRASIL",-20.4724574,-54.5683128,"Avenida José Nogueira Vieira, Dalva de Oliveira, Tiradentes, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79042-010, Brasil","20 28m 20.8466s S, 54 34m 5.92608s W",79042-010,24457
MS,CAMPO GRANDE,SESAU UBS DR IVAN HIDELBRAND DA COSTA BURITI,RUA JOSE SOARES DE ARAUJO,80,BURITI,"RUA JOSE SOARES DE ARAUJO, BURITI, CAMPO GRANDE, MS, BRASIL",-20.491116,-54.6715764,"Rua José Soares de Araújo, Buriti, Leblon, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79091-844, Brasil","20 29m 28.0176s S, 54 40m 17.675s W",79091-844,10162
MS,CAMPO GRANDE,SESAU USF DR JOAO MIGUEL BASMAGE ESTRELA DALVA,AVENIDA SENHOR DO BONFIM,2685,TAQUARAL BOSQUE,"AVENIDA SENHOR DO BONFIM, TAQUARAL BOSQUE, CAMPO GRANDE, MS, BRASIL",-20.4268894,-54.5529128,"Avenida Carlinda Pereira Contar, Estrela Dalva III, Estrela Dalva, Campo Grande, Região Geográfica Imediata de Campo Grande, Região Geográfica Intermediária de Campo Grande, Mato Grosso do Sul, Região Centro-Oeste, 79034-630, Brasil","20 25m 36.8018s S, 54 33m 10.4861s W",79034-630,5672341
MS,CAMPO GRANDE,SESAU USF AQUINO DIAS BEZERRA VIDA NOVA,RUA NIZIA FLORESTA,220,VIDA NOVA III,"RUA NIZIA FLORESTA, VIDA NOVA III, CAMPO GRANDE, MS, BRASIL",-20.37848,-54.57283,"Rua Nísia Floresta, 79017, Campo Grande","20 22m 42.528s S, 54 34m 22.188s W",79017,6585612
