UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point,cep
MG,BRAS PIRES,UBS BRAS PIRES,RUA JOSE COLOMBO RIVELLI,S/N,CENTRO,"RUA JOSE COLOMBO RIVELLI, CENTRO, BRAS PIRES, MG, BRASIL",-20.84721,-43.2498,"Rua José Colombo Rivelli, 36542-000, Brás Pires","20 50m 49.956s S, 43 14m 59.28s W",36542-000
MG,BRAS PIRES,UBS MALACACHETA,MALACACHETA,S/N,MALACACHETA,"MALACACHETA, MALACACHETA, BRAS PIRES, MG, BRASIL",-20.84768,-43.24372,Brás Pires,"20 50m 51.648s S, 43 14m 37.392s W",
MG,BRAS PIRES,UNIDADE MISTA DE SAUDE,RUA JOSE COLOMBO RIVELLI,S/N,PRACA DE ESPORTES,"RUA JOSE COLOMBO RIVELLI, PRACA DE ESPORTES, BRAS PIRES, MG, BRASIL",-20.84721,-43.2498,"Rua José Colombo Rivelli, 36542-000, Brás Pires","20 50m 49.956s S, 43 14m 59.28s W",36542-000
MG,BRAS PIRES,UBS POSSES,POSSES,S/N,POSSES,"POSSES, POSSES, BRAS PIRES, MG, BRASIL",-20.84768,-43.24372,Brás Pires,"20 50m 51.648s S, 43 14m 37.392s W",
MG,BRAS PIRES,UBS RIBEIRAO DE SANTO ANTONIO,RUA ANTONIO EGIDIO CABRAL,S/N,CENTRO,"RUA ANTONIO EGIDIO CABRAL, CENTRO, BRAS PIRES, MG, BRASIL",-20.85215,-43.23766,"Rua Antônio Honório de Oliveira, Brás Pires","20 51m 7.74s S, 43 14m 15.576s W",
MG,BRAUNAS,UNIDADE DE SAUDE FELISBINA MOREIRA SOARES,RUA PRINCIPAL SANTA RITA,S/N,ZONA RURAL,"RUA PRINCIPAL SANTA RITA, ZONA RURAL, BRAUNAS, MG, BRASIL",-29.85119,-51.27724,"Rua Principal, 92480-000, Nova Santa Rita","29 51m 4.284s S, 51 16m 38.064s W",92480-000
MG,BRAUNAS,UNIDADE DE SAUDE DE BRAUNAS,R MARIA IZABEL MOREIRA PINTO,51,CENTRO,"R MARIA IZABEL MOREIRA PINTO, CENTRO, BRAUNAS, MG, BRASIL",-21.02036,-42.11297,"Rua Maria Isabel Pinto, 36850-000, Antônio Prado de Minas","21 1m 13.296s S, 42 6m 46.692s W",36850-000
MG,BRAUNAS,UNIDADE DE SAUDE DA FAMILIA DE BARROADAS,PRACA SAGRADO CORACAO DE JESUS,1,ZONA RURAL,"PRACA SAGRADO CORACAO DE JESUS, ZONA RURAL, BRAUNAS, MG, BRASIL",-16.01096,-41.2749,"Praça Sagrado Coração de Jesus, 39970-000, Pedra Azul","16 0m 39.456s S, 41 16m 29.64s W",39970-000
MG,BRASOPOLIS,ESF PROJETO VIDA,RUA PRINCIPAL,0,BOM SUCESSO,"RUA PRINCIPAL, BOM SUCESSO, BRASOPOLIS, MG, BRASIL",-5.52251,-47.44528,"Rua Principal Ou Bom Sucesso, 65915, Imperatriz","5 31m 21.036s S, 47 26m 43.008s W",65915
MG,BRASOPOLIS,ESF PROJETO SAUDE,RUA CANDIDO MENDONCA,S/N,VILA VICENTINA,"RUA CANDIDO MENDONCA, VILA VICENTINA, BRASOPOLIS, MG, BRASIL",-20.06153,-43.97645,"Rua Cândido Mendonça, Nova Lima","20 3m 41.508s S, 43 58m 35.22s W",
MG,BRASOPOLIS,ESF HORIZONTE,RUA GEORGINA PEREIRA DE OLIVEIRA,17,CENTRO,"RUA GEORGINA PEREIRA DE OLIVEIRA, CENTRO, BRASOPOLIS, MG, BRASIL",-22.4781,-45.6165,"Rua Dona Georgina P. de Oliveira, 37530-000, Brazópolis","22 28m 41.16s S, 45 36m 59.4s W",37530-000
MG,BRASOPOLIS,MINI POSTO FREI ORESTES,RUA PROJETADA B,0,FREI ORESTES,"RUA PROJETADA B, FREI ORESTES, BRASOPOLIS, MG, BRASIL",-22.74471,-45.60183,"Rua Projetada 179 & Avenida Frei Orestes Girardi, 12460, Campos do Jordão","22 44m 40.956s S, 45 36m 6.588s W",12460
MG,BRASOPOLIS,UNIDADE SAUDE MENTAL BRASOPOLIS,AVN DR PEDRO ROSAS,198,CENTRO,"AVN DR PEDRO ROSAS, CENTRO, BRASOPOLIS, MG, BRASIL",-22.47644,-45.61245,"Rua Doutor Pedro Rosa, Brazópolis","22 28m 35.184s S, 45 36m 44.82s W",
MG,BRASOPOLIS,ESF RENASCER,ZONA RURAL,S/N,CRUZ VERA,"ZONA RURAL, CRUZ VERA, BRASOPOLIS, MG, BRASIL",-21.35827,-45.50555,"Estrada para Zona Rural Dois & Avenida Joana Silveira da Cruz Brito, 37190, Três Pontas","21 21m 29.772s S, 45 30m 19.98s W",37190
MG,BRASOPOLIS,UNIDADE BASICA DE SAUDE CORONEL HENRIQUE BRAZ,AVN GERALDO FELIX DA MOTA,20,HORIZONTE AZUL,"AVN GERALDO FELIX DA MOTA, HORIZONTE AZUL, BRASOPOLIS, MG, BRASIL",-19.93883,-44.15846,"Avenida Coronel Geraldo Félix da Mota, 32673-332, Betim","19 56m 19.788s S, 44 9m 30.456s W",32673-332
MG,BRASOPOLIS,ESF ESPERANCA,BAIRRO LUMINOSA,1,LUMINOSA,"BAIRRO LUMINOSA, LUMINOSA, BRASOPOLIS, MG, BRASIL",-22.58402,-45.63796,"Estrada Luminosa a Brasópolis, 37530, 37535, Brazópolis","22 35m 2.472s S, 45 38m 16.656s W",37530
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA GRAJAU,RUA ITAGUA,3608,GRAJAU,"RUA ITAGUA, GRAJAU, BRUMADINHO, MG, BRASIL",-20.141487,-44.204493,"Rua Quintino Bocaiúva, São Sebastião, Brumadinho, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, 35460-000, Brasil","20 8m 29.3532s S, 44 12m 16.1748s W",35460-000
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA CONCEICAO DE ITAGUA,RUA TEOTONIO PINTO BRANDAO,103,CONCEICAO DE ITAGUA,"RUA TEOTONIO PINTO BRANDAO, CONCEICAO DE ITAGUA, BRUMADINHO, MG, BRASIL",-20.147795,-44.2364542,"Rua Teotônio Pinto Brandão, José de Sales Barbosa, Conceição do Itaguá, Brumadinho, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, 35460-000, Brasil","20 8m 52.062s S, 44 14m 11.2351s W",35460-000
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA CENTRO,RUA ARISTIDES PASSOS,147,CENTRO,"RUA ARISTIDES PASSOS, CENTRO, BRUMADINHO, MG, BRASIL",-20.1431569,-44.1990189,"Rua Aristides Passos, Centro, Brumadinho, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, 35460-000, Brasil","20 8m 35.3648s S, 44 11m 56.468s W",35460-000
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA CASA BRANCA,RUA UM,50,CASA BRANCA,"RUA UM, CASA BRANCA, BRUMADINHO, MG, BRASIL",-20.0845396,-44.034045500000005,"Rua Um, Casa Branca, Brumadinho, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil","20 5m 4.34256s S, 44 2m 2.5638s W",
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA PROGRESSO,AVENIDA COLETORA,192,PROGRESSO,"AVENIDA COLETORA, PROGRESSO, BRUMADINHO, MG, BRASIL",-20.14151,-44.21586,"Rua Coletora, 35466-000, Brumadinho","20 8m 29.436s S, 44 12m 57.096s W",35466-000
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA MARINHOS,RUA HUM,357,MARINHOS,"RUA HUM, MARINHOS, BRUMADINHO, MG, BRASIL",-20.15003,-44.23453,"Rua Hum, 35460-000, Brumadinho","20 9m 0.108s S, 44 14m 4.308s W",35460-000
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA JOTA,AVENIDA RIO PARANAIBA,71,PLANALTO,"AVENIDA RIO PARANAIBA, PLANALTO, BRUMADINHO, MG, BRASIL",-20.1515847,-44.1978851,"Avenida Rio Paranaíba, Planalto, Brumadinho, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, 35460-000, Brasil","20 9m 5.70492s S, 44 11m 52.3864s W",35460-000
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA SANTA EFIGENIA,RUA PRESIDENTE KENNEDY,910,SANTA EFIGENIA,"RUA PRESIDENTE KENNEDY, SANTA EFIGENIA, BRUMADINHO, MG, BRASIL",-20.1441509,-44.2070438,"Rua Presidente Kenedy, Santa Efigênia, Brumadinho, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, 35460-000, Brasil","20 8m 38.9432s S, 44 12m 25.3577s W",35460-000
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA ARANHA,PRACA PADRE AGOSTINHO,225,ARANHA,"PRACA PADRE AGOSTINHO, ARANHA, BRUMADINHO, MG, BRASIL",-20.196886,-44.1049348,"Praça Padre Agostinho, Sagrada Família, Aranha, Brumadinho, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil","20 11m 48.7896s S, 44 6m 17.7653s W",
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA PALHANO,AVENIDA NOSSA SENHORA DA CONCEICAO,9,PALHANO,"AVENIDA NOSSA SENHORA DA CONCEICAO, PALHANO, BRUMADINHO, MG, BRASIL",-20.19855,-44.0115678,"Avenida Nossa Senhora da Conceição, Palhano, Piedade do Paraopeba, Brumadinho, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil","20 11m 54.78s S, 44 0m 41.6441s W",
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA TEJUCO,RUA JOAO DOS SANTOS,322,TEJUCO,"RUA JOAO DOS SANTOS, TEJUCO, BRUMADINHO, MG, BRASIL",-20.117541600000003,-44.1582204,"Rua João dos Santos, Tejuco, Brumadinho, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, 35460-000, Brasil","20 7m 3.14976s S, 44 9m 29.5934s W",35460-000
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA RESIDENCIAL BELA VISTA,RUA JOAQUIM DE SALES BARBOSA,270,JOSE DE SALES BARBOS,"RUA JOAQUIM DE SALES BARBOSA, JOSE DE SALES BARBOS, BRUMADINHO, MG, BRASIL",-17.35482,-44.91983,"Rua José de Sales Barbosa, Pirapora","17 21m 17.352s S, 44 55m 11.388s W",
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA CASA BRANCA II,RUA UM,50,CASA BRANCA,"RUA UM, CASA BRANCA, BRUMADINHO, MG, BRASIL",-20.0845396,-44.034045500000005,"Rua Um, Casa Branca, Brumadinho, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil","20 5m 4.34256s S, 44 2m 2.5638s W",
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA PLANALTO,RUA RIO PARANAIBA,71,PLANALTO,"RUA RIO PARANAIBA, PLANALTO, BRUMADINHO, MG, BRASIL",-19.5498,-42.65595,"Rua Rio Paranaíba, Timóteo","19 32m 59.28s S, 42 39m 21.42s W",
MG,BRUMADINHO,UNIDADE DE SAUDE DA FAMILIA PIEDADE DO PARAOPEBA,RUA DOS PASSOS,S/N,PIEDADE,"RUA DOS PASSOS, PIEDADE, BRUMADINHO, MG, BRASIL",-20.16666,-44.02212,"Rua Prefeito Maciel dos Passos, 35460, 35464, Brumadinho","20 9m 59.976s S, 44 1m 19.632s W",35460
MG,BUENO BRANDAO,ESF RENASCENCA,RUA DOUTOR JULIO CEZAR MACHADO,S/N,PARQUE RENASCENCA,"RUA DOUTOR JULIO CEZAR MACHADO, PARQUE RENASCENCA, BUENO BRANDAO, MG, BRASIL",-22.43838,-46.34696,"Rua Doutor Júlio César Machado, 37578-000, Bueno Brandão","22 26m 18.168s S, 46 20m 49.056s W",37578-000
MG,BUENO BRANDAO,UBS DE BUENO BRANDAO,RUA PADRE ZEFERINO,218,CENTRO,"RUA PADRE ZEFERINO, CENTRO, BUENO BRANDAO, MG, BRASIL",-22.44197,-46.3501,"Rua Padre Zeferino, 37578-000, Bueno Brandão","22 26m 31.092s S, 46 21m 0.36s W",37578-000
MG,BUENO BRANDAO,ESF BAIRRO BOA VISTA,BAIRRO BOA VISTA DOS BARBOSAS,S/N,BOA VISTA DOS BARBOS,"BAIRRO BOA VISTA DOS BARBOSAS, BOA VISTA DOS BARBOS, BUENO BRANDAO, MG, BRASIL",-29.35135,-51.61424,"Cinco da Boa Vista, Carlos Barbosa","29 21m 4.86s S, 51 36m 51.264s W",
MG,BUENO BRANDAO,PSF DO BAIRRO PONTE NOVA,BAIRRO PONTE NOVA,18,PONTE NOVA,"BAIRRO PONTE NOVA, PONTE NOVA, BUENO BRANDAO, MG, BRASIL",-20.40704,-42.89873,Ponte Nova,"20 24m 25.344s S, 42 53m 55.428s W",
MG,BUENOPOLIS,CENTRO DE SAUDE SANTA LUZIA DE BUENOPOLIS,RUA DA BAHIA,445,SANTA LUZIA,"RUA DA BAHIA, SANTA LUZIA, BUENOPOLIS, MG, BRASIL",-17.87921,-44.17789,"Rua Santa Luzia & Rua Bahia, 39230, Buenópolis","17 52m 45.156s S, 44 10m 40.404s W",39230
MG,BUENOPOLIS,POSTO DE SAUDE DE CURIMATAI BUENOPOLIS,RUA NOVA,100,DISTRITO CURIMATAI,"RUA NOVA, DISTRITO CURIMATAI, BUENOPOLIS, MG, BRASIL",-17.88053,-44.17242,"Rua Vila Nova, 39230-000, Buenópolis","17 52m 49.908s S, 44 10m 20.712s W",39230-000
MG,BUENOPOLIS,UNIDADE DE SAUDE EM CASA ENFERMEIRAS PIONEIRAS,RUA SEBASTIAO DE OLIVEIRA,165,DERALDO ALVES,"RUA SEBASTIAO DE OLIVEIRA, DERALDO ALVES, BUENOPOLIS, MG, BRASIL",-19.87853,-47.43408,"Rua Sebastião Alves de Oliveira, 38190-000, Sacramento","19 52m 42.708s S, 47 26m 2.688s W",38190-000
MG,BUENOPOLIS,UNIDADE BASICA DE SAUDE DESAFIO BUENOPOLIS,RUA DA BAHIA,445,SANTA LUZIA,"RUA DA BAHIA, SANTA LUZIA, BUENOPOLIS, MG, BRASIL",-17.87921,-44.17789,"Rua Santa Luzia & Rua Bahia, 39230, Buenópolis","17 52m 45.156s S, 44 10m 40.404s W",39230
MG,BUENOPOLIS,CENTRO DE SAUDE THALLES MAYER PIMENTA BUENOPOLIS,AV PADRE LAERTE ESPERANCA DE OLIVEIRA,65,CENTRO,"AV PADRE LAERTE ESPERANCA DE OLIVEIRA, CENTRO, BUENOPOLIS, MG, BRASIL",-17.87604,-44.17526,"Avenida Pedro Laerte Esperança de Oliveira, 39230-000, Buenópolis","17 52m 33.744s S, 44 10m 30.936s W",39230-000
MG,BUGRE,UNIDADE DE SAUDE DE BUGRE,PRACA ANTONIO MARQUES,120,CENTRO,"PRACA ANTONIO MARQUES, CENTRO, BUGRE, MG, BRASIL",-19.4243609,-42.25598298693009,"Praça Antônio Marques, Bugre, Região Geográfica Imediata de Ipatinga, Região Geográfica Intermediária de Ipatinga, Minas Gerais, Região Sudeste, 35193-000, Brasil","19 25m 27.6992s S, 42 15m 21.5388s W",35193-000
MG,BUGRE,POSTO DE SAUDE BOACHA,BOACHA,S/N,ZONA RURAL,"BOACHA, ZONA RURAL, BUGRE, MG, BRASIL",-21.35414,-45.50223,"Estrada para Zona Rural Dois, 37190-000, Três Pontas","21 21m 14.904s S, 45 30m 8.028s W",37190-000
MG,BUGRE,POSTO SAUDE LIVRAMENTO,RUA A,180,LIVRAMENTO,"RUA A, LIVRAMENTO, BUGRE, MG, BRASIL",-19.41963,-42.25856,"Rua Alcides Costa, 35193-000, Bugre","19 25m 10.668s S, 42 15m 30.816s W",35193-000
MG,BUGRE,POSTO DE SAUDE SAO LOURENCO,OMAR COUTINHO,S/N,ZONA RURAL,"OMAR COUTINHO, ZONA RURAL, BUGRE, MG, BRASIL",-19.42093,-42.42061,"Rua Omar Coutinho, Ipaba","19 25m 15.348s S, 42 25m 14.196s W",
MG,BUGRE,POSTO DE SAUDE RIO BRANCO,CORREGO RIO BRANCO,S/N,ZONA RURAL,"CORREGO RIO BRANCO, ZONA RURAL, BUGRE, MG, BRASIL",-21.00924,-42.83993,Visconde do Rio Branco,"21 0m 33.264s S, 42 50m 23.748s W",
MG,BUGRE,POSTO DE SAUDE SAO JOSE,SAO JOSE,S/N,ZONA RURAL,"SAO JOSE, ZONA RURAL, BUGRE, MG, BRASIL",-19.78064,-42.1303,"Via São José, 35302-241, Caratinga","19 46m 50.304s S, 42 7m 49.08s W",35302-241
MG,BURITIS,POSTO DE SAUDE DA VILA SAO PEDRO,RUA CASTRO ALVES,S/N,ZONA RURAL,"RUA CASTRO ALVES, ZONA RURAL, BURITIS, MG, BRASIL",-15.6376,-46.43782,"Rua Castro Alves, 38660-000, Buritis","15 38m 15.36s S, 46 26m 16.152s W",38660-000
MG,BURITIS,ESF III TABOQUINHA,AVENIDA NOSSA SENHORA DA PENA,484,TABOQUINHA,"AVENIDA NOSSA SENHORA DA PENA, TABOQUINHA, BURITIS, MG, BRASIL",-15.62456,-46.41391,"Avenida Nossa Senhora da Penha, 38660-000, Buritis","15 37m 28.416s S, 46 24m 50.076s W",38660-000
MG,BURITIS,ESF I ISRAEL PINHEIRO,RUA NOSSA SENHORA DE PENA,645,ISRAEL PINHEIRO,"RUA NOSSA SENHORA DE PENA, ISRAEL PINHEIRO, BURITIS, MG, BRASIL",-17.33842,-44.94181,"Rua João Pinheiro, 39270-000, Pirapora","17 20m 18.312s S, 44 56m 30.516s W",39270-000
MG,BURITIS,ESF IV CENTRO,RUA FLORESTA,416,CENTRO,"RUA FLORESTA, CENTRO, BURITIS, MG, BRASIL",-20.274217,-45.5438973,"Rua São José, Cruzeiro, Arcos, Região Geográfica Imediata de Formiga, Região Geográfica Intermediária de Divinópolis, Minas Gerais, Região Sudeste, 35588-000, Brasil","20 16m 27.1812s S, 45 32m 38.0303s W",35588-000
MG,BURITIS,ESF VII VEREDAS,RUA CEARA,89,VEREDAS,"RUA CEARA, VEREDAS, BURITIS, MG, BRASIL",-15.62434,-46.42448,"Rua Ceará, 38660-000, Buritis","15 37m 27.624s S, 46 25m 28.128s W",38660-000
MG,BURITIS,POSTO DE SAUDE DA VILA SERRANA,RUA ALCINA CORDEIRO,285,CENTRO,"RUA ALCINA CORDEIRO, CENTRO, BURITIS, MG, BRASIL",-20.73589,-42.0246,"Rua Altina M. Paula, 36800-000, Carangola","20 44m 9.204s S, 42 1m 28.56s W",36800-000
MG,BURITIS,UNIDADE MISTA DE SAUDE,RUA SAO DOMINGOS,107,CENTRO,"RUA SAO DOMINGOS, CENTRO, BURITIS, MG, BRASIL",-20.2797611,-45.5276968,"Rua São Domingos, Olaria, Arcos, Região Geográfica Imediata de Formiga, Região Geográfica Intermediária de Divinópolis, Minas Gerais, Região Sudeste, 35588-000, Brasil","20 16m 47.14s S, 45 31m 39.7085s W",35588-000
MG,BURITIS,CASA SAUDE E MULHER,AVENIDA CENTRAL,176,CENTRO,"AVENIDA CENTRAL, CENTRO, BURITIS, MG, BRASIL",-17.3720183,-44.968081700000006,"Avenida Central do Brasil, Vila Lucídia, Jardim dos Buritis, Buritizeiro, Região Geográfica Imediata de Pirapora, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, 39280-000, Brasil","17 22m 19.2659s S, 44 58m 5.09412s W",39280-000
MG,BURITIS,ESF VI CANAA,RUA GONCALO RODRIGUES FERREIRA,735,CANAA,"RUA GONCALO RODRIGUES FERREIRA, CANAA, BURITIS, MG, BRASIL",-15.63121,-46.42494,"Rua Gonçalos Rodrigues Ferreira, 38660-000, Buritis","15 37m 52.356s S, 46 25m 29.784s W",38660-000
MG,BURITIS,ESF II SAO JOAO,RUA TIRADENTES,727,SAO JOAO,"RUA TIRADENTES, SAO JOAO, BURITIS, MG, BRASIL",-15.62023,-46.41724,"Rua São João & Rua Tiradentes, 38660, Buritis","15 37m 12.828s S, 46 25m 2.064s W",38660
MG,BURITIS,ESF V RURAL,RUA CASTRO ALVES,S/N,ZONA RURAL,"RUA CASTRO ALVES, ZONA RURAL, BURITIS, MG, BRASIL",-15.6376,-46.43782,"Rua Castro Alves, 38660-000, Buritis","15 38m 15.36s S, 46 26m 16.152s W",38660-000
MG,BURITIS,POSTO DE SAUDE DA VILA SERRA BONITA,RUA ARCELINO RODRIGUES,58,SERRA BONITA,"RUA ARCELINO RODRIGUES, SERRA BONITA, BURITIS, MG, BRASIL",-15.62548,-46.42008,"Rua Serra Bonita, 38660-000, Buritis","15 37m 31.728s S, 46 25m 12.288s W",38660-000
MG,BURITIS,ESF VIII RURAL,RUA ARLINDO RODRIGUES,58,ZONA RURAL,"RUA ARLINDO RODRIGUES, ZONA RURAL, BURITIS, MG, BRASIL",-22.25567,-44.93327,"Rua Arlindo P. Rodrigues, 37469-000, Pouso Alto","22 15m 20.412s S, 44 55m 59.772s W",37469-000
MG,BURITIZEIRO,POSTO DE SAUDE CACHOEIRA TEOBALDO,FAZENDA CACHOEIRA DO TEOBALDO,S/N,CACHOEIRA DO TEOBALD,"FAZENDA CACHOEIRA DO TEOBALDO, CACHOEIRA DO TEOBALD, BURITIZEIRO, MG, BRASIL",-17.24082,-44.98315,"Estrada Cachoeira do Teobaldo, 39280-000, Buritizeiro","17 14m 26.952s S, 44 58m 59.34s W",39280-000
MG,BURITIZEIRO,CENTRO DE SAUDEUNIDADE BASICA PSF BANDEIRANTES,RUA EXTREMIDADE,480,BANDEIRANTES,"RUA EXTREMIDADE, BANDEIRANTES, BURITIZEIRO, MG, BRASIL",-17.37498,-44.97275,"Avenida Extremidade & Rua J, 39280, Buritizeiro","17 22m 29.928s S, 44 58m 21.9s W",39280
MG,BURITIZEIRO,POSTO DE SAUDE PAREDAO,FAZENDA RURAL,S/N,ZONA RURAL,"FAZENDA RURAL, ZONA RURAL, BURITIZEIRO, MG, BRASIL",-21.35414,-45.50223,"Estrada para Zona Rural Dois, 37190-000, Três Pontas","21 21m 14.904s S, 45 30m 8.028s W",37190-000
MG,BURITIZEIRO,PSF ALTO SAO FRANCISCO,RUA OSVALDO MACHAD0,1487,ALTO SAO FRANCISCO,"RUA OSVALDO MACHAD0, ALTO SAO FRANCISCO, BURITIZEIRO, MG, BRASIL",-15.95153,-44.84999,"Rua Osvaldo Viana, 39300-000, São Francisco","15 57m 5.508s S, 44 50m 59.964s W",39300-000
MG,BURITIZEIRO,CENTRO ODONTOLOGICO MUNICIPAL,RUA DO BREJINHO,442,SAO FRANCISCO,"RUA DO BREJINHO, SAO FRANCISCO, BURITIZEIRO, MG, BRASIL",-17.3635104,-44.9726428,"Rua do Brejinho, Vila Lucídia, São Francisco, Buritizeiro, Região Geográfica Imediata de Pirapora, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, 39280-000, Brasil","17 21m 48.6374s S, 44 58m 21.5141s W",39280-000
MG,BURITIZEIRO,PSF NOVO BURITIZEIRO,RUA GOITACAZES,433,BELO HORIZONTE,"RUA GOITACAZES, BELO HORIZONTE, BURITIZEIRO, MG, BRASIL",-17.3789777,-44.9705969,"Rua Goitacazes, Belo Horizonte, Buritizeiro, Região Geográfica Imediata de Pirapora, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, 39280-000, Brasil","17 22m 44.3197s S, 44 58m 14.1488s W",39280-000
MG,BURITIZEIRO,PSF SAMBAIBA,FAZ RURAL,S/N,SAMBAIBA,"FAZ RURAL, SAMBAIBA, BURITIZEIRO, MG, BRASIL",-17.36054,-44.95631,Buritizeiro,"17 21m 37.944s S, 44 57m 22.716s W",
MG,BURITIZEIRO,POSTO DE SAUDE SAO BENTO,FAZ RURAL,S/N,ZONA RURAL,"FAZ RURAL, ZONA RURAL, BURITIZEIRO, MG, BRASIL",-21.35414,-45.50223,"Estrada para Zona Rural Dois, 37190-000, Três Pontas","21 21m 14.904s S, 45 30m 8.028s W",37190-000
MG,BURITIZEIRO,PSF VILA MARIA,RUA VEREADOR SEBASTIAO SANTOS OLIVEIRA,944,VILA MARIA,"RUA VEREADOR SEBASTIAO SANTOS OLIVEIRA, VILA MARIA, BURITIZEIRO, MG, BRASIL",-17.3556855,-44.9620474,"Rua Vereador Sebastião Santos Oliveira, Centro, Vila Maria, Buritizeiro, Região Geográfica Imediata de Pirapora, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, 39280-000, Brasil","17 21m 20.4678s S, 44 57m 43.3706s W",39280-000
MG,BURITIZEIRO,PSF JARDIM BURITIS,RUA JUVENAL JOAQUIM DA SILVA,97,JARDIM DOS BURITIS,"RUA JUVENAL JOAQUIM DA SILVA, JARDIM DOS BURITIS, BURITIZEIRO, MG, BRASIL",-17.3703605,-44.964361700000005,"Rua Juvenal Joaquim da Silva, Vila Lucídia, Jardim dos Buritis, Buritizeiro, Região Geográfica Imediata de Pirapora, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, 39280-000, Brasil","17 22m 13.2978s S, 44 57m 51.7021s W",39280-000
MG,BURITIZEIRO,PSF ANDERSON FONSECA BRAGA,RUA DO BREJINHO,442,SAO FRANCISCO,"RUA DO BREJINHO, SAO FRANCISCO, BURITIZEIRO, MG, BRASIL",-17.3635104,-44.9726428,"Rua do Brejinho, Vila Lucídia, São Francisco, Buritizeiro, Região Geográfica Imediata de Pirapora, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, 39280-000, Brasil","17 21m 48.6374s S, 44 58m 21.5141s W",39280-000
MG,BURITIZEIRO,CENTRO DE SAUDEUNIDADE BASICA PSF CENTRAL,RUA JONAS CARNEIRO,305,CENTRO,"RUA JONAS CARNEIRO, CENTRO, BURITIZEIRO, MG, BRASIL",-17.3551884,-44.9601198,"Rua Jonas Carneiro, Centro, Buritizeiro, Região Geográfica Imediata de Pirapora, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, 39280-000, Brasil","17 21m 18.6782s S, 44 57m 36.4313s W",39280-000
MG,BURITIZEIRO,POSTO DE SAUDE CACHOEIRA DO MANTEIGA,RUA ALAGOAS,532,CACHOEIRA DO MANTEIG,"RUA ALAGOAS, CACHOEIRA DO MANTEIG, BURITIZEIRO, MG, BRASIL",-16.65993,-45.08428,"Cachoeira do Manteiga, Buritizeiro","16 39m 35.748s S, 45 5m 3.408s W",
