UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point,cep
PB,CAMPINA GRANDE,CENTRO DE SAUDE DA BELA VISTA,RUA DOM PEDRO II,S/N,BELA VISTA,"RUA DOM PEDRO II, BELA VISTA, CAMPINA GRANDE, PB, BRASIL",-7.21753,-35.90056,"Avenida Dom Pedro II, 58400, 58428, Campina Grande","7 13m 3.108s S, 35 54m 2.016s W",58400
PB,CAMPINA GRANDE,UBS EDUARDO RAMOS,RUA LADISLAU RODRIGUES DE SOUZA,S/N,CENTENARIO,"RUA LADISLAU RODRIGUES DE SOUZA, CENTENARIO, CAMPINA GRANDE, PB, BRASIL",-7.23555,-35.87585,"Rua Anísio Rodrigues de Souza Campos, 58410-165, Campina Grande","7 14m 7.98s S, 35 52m 33.06s W",58410-165
PB,CAMPINA GRANDE,UBS PARDAL ZONA RURAL III,SITIO CAPIM GRANDE,S/N,SAO JOSE DA MATA,"SITIO CAPIM GRANDE, SAO JOSE DA MATA, CAMPINA GRANDE, PB, BRASIL",-7.22427,-35.89424,"Rua da Independência, 58015, 58400, 58550, Campina Grande","7 13m 27.372s S, 35 53m 39.264s W",58015
PB,CAMPINA GRANDE,UBS BEIJA FLOR ZONA RURAL I,SITIO TAMBOR,S/N,SAO JOSE DA MATA,"SITIO TAMBOR, SAO JOSE DA MATA, CAMPINA GRANDE, PB, BRASIL",-7.22427,-35.89424,"Rua da Independência, 58015, 58400, 58550, Campina Grande","7 13m 27.372s S, 35 53m 39.264s W",58015
PB,CAMPINA GRANDE,UBS ANTONIO VIRGILIO BRASILEIRO,COMPLEXO ALUIZIO CAMPOS,S/N,JARDIM MENEZES,"COMPLEXO ALUIZIO CAMPOS, JARDIM MENEZES, CAMPINA GRANDE, PB, BRASIL",-7.23839,-35.90064,"Jardim Quarenta, Campina Grande","7 14m 18.204s S, 35 54m 2.304s W",
PB,CAMPINA GRANDE,UBS JOCEL FECHINE,RUA BRUXELAS,S/N,CUITES,"RUA BRUXELAS, CUITES, CAMPINA GRANDE, PB, BRASIL",-7.187914599999999,-35.9040821,"Rua Bruxelas, Cuités, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58429-350, Brasil","7 11m 16.4926s S, 35 54m 14.6956s W",58429-350
PB,CAMPINA GRANDE,UBS HORACINA DE ALMEIDA,ABDEDON LICARIAO,S/N,MONTE CASTELO,"ABDEDON LICARIAO, MONTE CASTELO, CAMPINA GRANDE, PB, BRASIL",-7.21886,-35.86429,"Travessa Obdedon Licarião, 58407, Campina Grande","7 13m 7.896s S, 35 51m 51.444s W",58407
PB,CAMPINA GRANDE,UBS NELY MAIA,RUA SANTA TEREZINHA,S/N,BODOCONGO,"RUA SANTA TEREZINHA, BODOCONGO, CAMPINA GRANDE, PB, BRASIL",-7.2105,-35.92623,"Avenida Bodocongo & Rua Santa Terezinha, 58115, Campina Grande","7 12m 37.8s S, 35 55m 34.428s W",58115
PB,CAMPINA GRANDE,UBS RESSURREICAO,RUA IARA CORDEIRO DA ROCHA,66,RESSURREICAO,"RUA IARA CORDEIRO DA ROCHA, RESSURREICAO, CAMPINA GRANDE, PB, BRASIL",-7.27851,-35.90984,"Rua José Paulino da Rocha, 58420-340, Campina Grande","7 16m 42.636s S, 35 54m 35.424s W",58420-340
PB,CAMPINA GRANDE,UBS WESLEY CARIRY TARGINO,RUA JUIZ ORLANDO TEJO,30,NOVA BRASILIA,"RUA JUIZ ORLANDO TEJO, NOVA BRASILIA, CAMPINA GRANDE, PB, BRASIL",-7.2178356,-35.860699100000005,"Rua Juiz Orlando Tejó, Nova Brasília, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58402-013, Brasil","7 13m 4.20816s S, 35 51m 38.5168s W",58402-013
PB,CAMPINA GRANDE,UBS JARDIM QUARENTA,AVENIDA PRESIDENTE JUSCELINO KUBITSCHECK,233,JARDIM QUARENTA,"AVENIDA PRESIDENTE JUSCELINO KUBITSCHECK, JARDIM QUARENTA, CAMPINA GRANDE, PB, BRASIL",-7.23816,-35.90155,"Avenida Juscelino Kubitschek, 58416-045, Campina Grande","7 14m 17.376s S, 35 54m 5.58s W",58416-045
PB,CAMPINA GRANDE,UBS ROSA MISTICA,RUA FRANKLIN DE ARAUJO,S/N,CONCEICAO,"RUA FRANKLIN DE ARAUJO, CONCEICAO, CAMPINA GRANDE, PB, BRASIL",-7.20838,-35.88443,"Rua Franklin Araújo, 58401, Campina Grande","7 12m 30.168s S, 35 53m 3.948s W",58401
PB,CAMPINA GRANDE,CENTRO DE SAUDE DA PALMEIRA,RUA ANA AZEVEDO,508,PALMEIRA,"RUA ANA AZEVEDO, PALMEIRA, CAMPINA GRANDE, PB, BRASIL",-7.2090575,-35.8972051,"Rua Ana de Azevedo, Palmeira, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58400-052, Brasil","7 12m 32.607s S, 35 53m 49.9384s W",58400-052
PB,CAMPINA GRANDE,UBS MALVINAS IV,PLINIO LEMOS,S/N,MALVINAS,"PLINIO LEMOS, MALVINAS, CAMPINA GRANDE, PB, BRASIL",-7.2454818,-35.91945379999999,"Rua Plinio Lemos, Malvinas, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58423-215, Brasil","7 14m 43.7345s S, 35 55m 10.0337s W",58423-215
PB,CAMPINA GRANDE,UBS UMBURANAS,RUA DAS UMBURANAS,S/N,ALVARO GAUDENCIO,"RUA DAS UMBURANAS, ALVARO GAUDENCIO, CAMPINA GRANDE, PB, BRASIL",-7.24427,-35.92637,"Rua das Umburanas, 58432-745, Campina Grande","7 14m 39.372s S, 35 55m 34.932s W",58432-745
PB,CAMPINA GRANDE,UBS JUREMAS,RUA DAS JUREMAS,68,MALVINAS,"RUA DAS JUREMAS, MALVINAS, CAMPINA GRANDE, PB, BRASIL",-7.2504814,-35.9257986,"Rua das Juremas, Malvinas, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58423-490, Brasil","7 15m 1.73304s S, 35 55m 32.875s W",58423-490
PB,CAMPINA GRANDE,UBS ARAXA,RUA PROFESSOR EURIPEDES GOMES DA CRUZ,S/N,JEREMIAS,"RUA PROFESSOR EURIPEDES GOMES DA CRUZ, JEREMIAS, CAMPINA GRANDE, PB, BRASIL",-7.202871099999999,-35.899826399999995,"Rua Professor Euripedes Gomes da Cruz, Araxá, Jeremias, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58429-350, Brasil","7 12m 10.336s S, 35 53m 59.375s W",58429-350
PB,CAMPINA GRANDE,UBS QUARENTA,RUA DO SOL,810,QUARENTA,"RUA DO SOL, QUARENTA, CAMPINA GRANDE, PB, BRASIL",-7.233927400000001,-35.896373,"Rua do Sol, Quarenta, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58416-270, Brasil","7 14m 2.13864s S, 35 53m 46.9428s W",58416-270
PB,CAMPINA GRANDE,UBS COLIBRI ZONA URBANA I,RUA ARNALDO LUIS DE MELO,154,SAO JOSE DA MATA,"RUA ARNALDO LUIS DE MELO, SAO JOSE DA MATA, CAMPINA GRANDE, PB, BRASIL",-7.185480900000001,-35.9847751,"Rua Arnaldo Luís de Melo, São José da Mata, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, Brasil","7 11m 7.73124s S, 35 59m 5.19036s W",
PB,CAMPINA GRANDE,UBS ADALBERTO CESAR,RUA NEWTON PAIVA FERNANDES,S/N,PEDREGAL,"RUA NEWTON PAIVA FERNANDES, PEDREGAL, CAMPINA GRANDE, PB, BRASIL",-7.2233448,-35.906552399999995,"Rua Newton Paiva Fernandes, Pedregal, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58109-340, Brasil","7 13m 24.0413s S, 35 54m 23.5886s W",58109-340
PB,CAMPINA GRANDE,UBS BEM TE VI ZONA RURAL II,SITIO BOSQUE,S/N,SAO JOSE DA MATA,"SITIO BOSQUE, SAO JOSE DA MATA, CAMPINA GRANDE, PB, BRASIL",-7.22427,-35.89424,"Rua da Independência, 58015, 58400, 58550, Campina Grande","7 13m 27.372s S, 35 53m 39.264s W",58015
PB,CAMPINA GRANDE,UBS SEVERINO DE SOUZA COSTA,RUA DORGIVAL OLIVEIRA,63,PRESIDENTE MEDICE,"RUA DORGIVAL OLIVEIRA, PRESIDENTE MEDICE, CAMPINA GRANDE, PB, BRASIL",-7.24864,-35.91185,"Rua Dorgival Oliveira, 58417-500, Campina Grande","7 14m 55.104s S, 35 54m 42.66s W",58417-500
PB,CAMPINA GRANDE,UBS PORTEIRA DE PEDRA,TRAVESSA JOAO GALDINO,2388,SANTA TEREZINHA,"TRAVESSA JOAO GALDINO, SANTA TEREZINHA, CAMPINA GRANDE, PB, BRASIL",-7.21015,-35.93275,"Travessa Santa Terezinha, 58437, Campina Grande","7 12m 36.54s S, 35 55m 57.9s W",58437
PB,CAMPINA GRANDE,UBS SAO JANUARIO II,MARIA EMILIA SOBRINHO,S/N,SAO JANUARIO,"MARIA EMILIA SOBRINHO, SAO JANUARIO, CAMPINA GRANDE, PB, BRASIL",-7.20903,-35.93233,"Rua São Januário, 58437-690, Campina Grande","7 12m 32.508s S, 35 55m 56.388s W",58437-690
PB,CAMPINA GRANDE,UBS HINDEMBURGO NUNES DE FIGUEIREDO,RUA JOAQUIM AMORIM JUNIOR,S/N,BODOCONGO,"RUA JOAQUIM AMORIM JUNIOR, BODOCONGO, CAMPINA GRANDE, PB, BRASIL",-7.2264568,-35.923799,"Rua Joaquim Amorim Júnior, Malvinas, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58109-525, Brasil","7 13m 35.2445s S, 35 55m 25.6764s W",58109-525
PB,CAMPINA GRANDE,UBS CAMPOS SALES,RUA CAMPOS SALES,S/N,JOSE PINHEIRO,"RUA CAMPOS SALES, JOSE PINHEIRO, CAMPINA GRANDE, PB, BRASIL",-7.226891800000001,-35.8721674,"Rua Campos Sales, José Pinheiro, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58410-215, Brasil","7 13m 36.8105s S, 35 52m 19.8026s W",58410-215
PB,CAMPINA GRANDE,UBS BODOCONGO,RUA FLORIPEDES COUTINHO,S/N,BODOCONGO,"RUA FLORIPEDES COUTINHO, BODOCONGO, CAMPINA GRANDE, PB, BRASIL",-7.2192909,-35.9213474,"Rua Florípedes Coutinho, Vila Ramadinha, Bodocongó, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58109-525, Brasil","7 13m 9.44724s S, 35 55m 16.8506s W",58109-525
PB,CAMPINA GRANDE,UBS PALMEIRA,SINHAZINHA DE OLIVEIRA,222,PALMEIRA,"SINHAZINHA DE OLIVEIRA, PALMEIRA, CAMPINA GRANDE, PB, BRASIL",-7.20946,-35.89572,"Rua Sinhazinha Oliveira, 58102, 58400, 58401, Campina Grande","7 12m 34.056s S, 35 53m 44.592s W",58102
PB,CAMPINA GRANDE,UBS ADRIANA BEZERRA CARVALHO,RUA DO SOL,S/N,SANTA ROSA,"RUA DO SOL, SANTA ROSA, CAMPINA GRANDE, PB, BRASIL",-7.233244099999999,-35.9036927,"Rua do Sol, Santa Rosa, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58416-270, Brasil","7 13m 59.6788s S, 35 54m 13.2937s W",58416-270
PB,CAMPINA GRANDE,UBS ARGEMIRO DE FIGUEIREDO,RUA JOSE GONSALVES DE LUCENA,S/N,ROSA CRUZ,"RUA JOSE GONSALVES DE LUCENA, ROSA CRUZ, CAMPINA GRANDE, PB, BRASIL",-7.23608,-35.86553,"Rua José Ulisses de Lucena, 58407-688, Campina Grande","7 14m 9.888s S, 35 51m 55.908s W",58407-688
PB,CAMPINA GRANDE,UBS JARDIM VERDEJANTE,RUA RAUL PEREIRA DOS SANTOS,S/N,JARDIM VERDEJANTE,"RUA RAUL PEREIRA DOS SANTOS, JARDIM VERDEJANTE, CAMPINA GRANDE, PB, BRASIL",-7.2531,-35.9339,"Rua Raul Pereira dos Santos, 58423-710, Campina Grande","7 15m 11.16s S, 35 56m 2.04s W",58423-710
PB,CAMPINA GRANDE,UBS INACIO MAYER,RUA ANTONIO SOARES DA SILVA,S/N,JEREMIAS,"RUA ANTONIO SOARES DA SILVA, JEREMIAS, CAMPINA GRANDE, PB, BRASIL",-7.2052380000000005,-35.901295000000005,"Rua Antônio Soares da Silva, Araxá, Jeremias, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58429-350, Brasil","7 12m 18.8568s S, 35 54m 4.662s W",58429-350
PB,CAMPINA GRANDE,UBS JARDIM AMERICA II,RUA MOISES QUIRINO PEREIRA,542,GLORIA,"RUA MOISES QUIRINO PEREIRA, GLORIA, CAMPINA GRANDE, PB, BRASIL",-7.21458,-35.85744,"Rua Moisés Quinino Pereira, 58406-575, Campina Grande","7 12m 52.488s S, 35 51m 26.784s W",58406-575
PB,CAMPINA GRANDE,CENTRO DE SAUDE DO CATOLE,RUA EUTENCIA VITAL RIBEIRO,S/N,CATOLE,"RUA EUTENCIA VITAL RIBEIRO, CATOLE, CAMPINA GRANDE, PB, BRASIL",-7.23904,-35.87283,"Rua Professora Eutícia Vital Ribeiro, 58104, 58410, Campina Grande","7 14m 20.544s S, 35 52m 22.188s W",58104
PB,CAMPINA GRANDE,UBS ALUISIO SALVIANO DE FARIAS,MARIA POMBO DE FARIAS,S/N,CONJ HABITACIONAL R,"MARIA POMBO DE FARIAS, CONJ HABITACIONAL R, CAMPINA GRANDE, PB, BRASIL",-7.24999,-35.89936,"Rua Maria José de Farias, 58415-385, Campina Grande","7 14m 59.964s S, 35 53m 57.696s W",58415-385
PB,CAMPINA GRANDE,UBS NOVO HORIZONTE,AV JOAO WALLIG,2677,JARDIM PAULISTANO,"AV JOAO WALLIG, JARDIM PAULISTANO, CAMPINA GRANDE, PB, BRASIL",-7.2563164,-35.8975254,"Rua José Alves, Jardim Paulistano, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58414-230, Brasil","7 15m 22.739s S, 35 53m 51.0914s W",58414-230
PB,CAMPINA GRANDE,UBS ANTONIO ARRUDA,RUA JOSINO AGRA,S/N,JOSE PINHEIRO,"RUA JOSINO AGRA, JOSE PINHEIRO, CAMPINA GRANDE, PB, BRASIL",-7.221414,-35.8706854,"Rua Josino Agra, José Pinheiro, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58400-200, Brasil","7 13m 17.0904s S, 35 52m 14.4674s W",58400-200
PB,CAMPINA GRANDE,UBS MALVINAS III EQUIPE I,RUA LIDIA BATISTA MARQUES,203,MALVINAS,"RUA LIDIA BATISTA MARQUES, MALVINAS, CAMPINA GRANDE, PB, BRASIL",-7.2477209,-35.9274253,"Rua Lídia Batista Marquês, Malvinas, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58432-570, Brasil","7 14m 51.7952s S, 35 55m 38.7311s W",58432-570
PB,CAMPINA GRANDE,UBS JEREMIAS II,RUA SAO BENEDITO,S/N,JEREMIAS,"RUA SAO BENEDITO, JEREMIAS, CAMPINA GRANDE, PB, BRASIL",-7.2050117,-35.897491200000005,"Rua São Benedito, Jeremias, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58429-350, Brasil","7 12m 18.0421s S, 35 53m 50.9683s W",58429-350
PB,CAMPINA GRANDE,UBS GALANTE,RUA ANTONIO DA SILVA,159,GALANTE,"RUA ANTONIO DA SILVA, GALANTE, CAMPINA GRANDE, PB, BRASIL",-7.307077599999999,-35.78401160000001,"Rua Antônio da Silva, Galante, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, Brasil","7 18m 25.4794s S, 35 47m 2.44176s W",
PB,CAMPINA GRANDE,UBS ANA AMELIA VILAR CANTALICE,RUA FERNANDO DE NORONHA,S/N,ROCHA CAVALCANTE,"RUA FERNANDO DE NORONHA, ROCHA CAVALCANTE, CAMPINA GRANDE, PB, BRASIL",-7.25152,-35.91967,"Rua Fernando de Noronha, 58423-135, Campina Grande","7 15m 5.472s S, 35 55m 10.812s W",58423-135
PB,CAMPINA GRANDE,UBS DJALMA BARBOSA,CATOLE DE BOA VISTA,S/N,DISTRITO DE CATOLE D,"CATOLE DE BOA VISTA, DISTRITO DE CATOLE D, CAMPINA GRANDE, PB, BRASIL",-29.05999,-51.77568,"Estrada para Boa Vista, 99240-000, São Valentim do Sul","29 3m 35.964s S, 51 46m 32.448s W",99240-000
PB,CAMPINA GRANDE,UBS CONCEICAO,RUA JOSE PE SOARES,55,CONCEICAO,"RUA JOSE PE SOARES, CONCEICAO, CAMPINA GRANDE, PB, BRASIL",-7.21149,-35.88528,"Rua José P. Soares, 58401-296, Campina Grande","7 12m 41.364s S, 35 53m 7.008s W",58401-296
PB,CAMPINA GRANDE,UBS CATOLE DE ZE FERREIRA,RUA DULCE AMORIM,360,CATOLE ZE FERREIRA,"RUA DULCE AMORIM, CATOLE ZE FERREIRA, CAMPINA GRANDE, PB, BRASIL",-7.27897,-35.91119,"Rua Dulce Amorim, 58418-343, Campina Grande","7 16m 44.292s S, 35 54m 40.284s W",58418-343
PB,CAMPINA GRANDE,UBS BAIRRO DAS CIDADES II,RUA MARIANA,39,BAIRRO DAS CIDADES,"RUA MARIANA, BAIRRO DAS CIDADES, CAMPINA GRANDE, PB, BRASIL",-7.2774,-35.93308,"Bairro das Cidades, Campina Grande","7 16m 38.64s S, 35 55m 59.088s W",
PB,CAMPINA GRANDE,UBS RONALDO CUNHA LIMA,RUA DANILA BRITO DE OLIVEIRO,S/N,TRES IRMAS,"RUA DANILA BRITO DE OLIVEIRO, TRES IRMAS, CAMPINA GRANDE, PB, BRASIL",-7.26266,-35.92148,"Rua Três Irmãs, Campina Grande","7 15m 45.576s S, 35 55m 17.328s W",
PB,CAMPINA GRANDE,UBS JARDIM AMERICA I,RUA IZABEL ALEXANDRE BERNARDINO,S/N,JARDIM AMERICA,"RUA IZABEL ALEXANDRE BERNARDINO, JARDIM AMERICA, CAMPINA GRANDE, PB, BRASIL",-7.21566,-35.86213,"Rua Izabel A. Bernardino, Campina Grande","7 12m 56.376s S, 35 51m 43.668s W",
PB,CAMPINA GRANDE,UBS NOVO ARAXA,ALCIDES CARNEIRO,506,ARAXA,"ALCIDES CARNEIRO, ARAXA, CAMPINA GRANDE, PB, BRASIL",-7.203601700000001,-35.910607899999995,"Avenida Ministro Alcides Carneiro, Vila Araxá, Universitário, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58429-350, Brasil","7 12m 12.9661s S, 35 54m 38.1884s W",58429-350
PB,CAMPINA GRANDE,AMBULATORIO PRESIDIO SERROTAO,SERROTAO,S/N,SERROTAO,"SERROTAO, SERROTAO, CAMPINA GRANDE, PB, BRASIL",-7.23076245,-35.95039404437478,"Vila Serrotão, Serrotão, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, Brasil","7 13m 50.7448s S, 35 57m 1.41856s W",
PB,CAMPINA GRANDE,UBS ANAILDA CARVALHO MARINHO,MARIA DA PENHA CASTRO SILVA,S/N,CONJ HABITACIONL RA,"MARIA DA PENHA CASTRO SILVA, CONJ HABITACIONL RA, CAMPINA GRANDE, PB, BRASIL",-7.22315,-35.9087,"Rua Nossa Senhora da Penha, 58428-545, Campina Grande","7 13m 23.34s S, 35 54m 31.32s W",58428-545
PB,CAMPINA GRANDE,UBS MALVINAS V,JOSE ZACARIAS DA COSTA,504,MALVINAS,"JOSE ZACARIAS DA COSTA, MALVINAS, CAMPINA GRANDE, PB, BRASIL",-7.228726700000001,-35.9240907,"Rua José Zacarias da Costa, Malvinas, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58440-960, Brasil","7 13m 43.4161s S, 35 55m 26.7265s W",58440-960
PB,CAMPINA GRANDE,UBS BONALD FILHO,RUA ANTONIO CAVALCANTE,S/N,MONTE SANTO,"RUA ANTONIO CAVALCANTE, MONTE SANTO, CAMPINA GRANDE, PB, BRASIL",-7.21718,-35.86856,"Rua Santo Antônio, 58103, 58406, 58407, Campina Grande","7 13m 1.848s S, 35 52m 6.816s W",58103
PB,CAMPINA GRANDE,UBS ROMUALDO BRITO DE FIGUEIREDO,PRACA FLORINDO DA SILVA COLACO,S/N,JARDIM PAULISTANO,"PRACA FLORINDO DA SILVA COLACO, JARDIM PAULISTANO, CAMPINA GRANDE, PB, BRASIL",-7.24952,-35.89593,"Rua Florina da Silva Colaço, 58415-247, Campina Grande","7 14m 58.272s S, 35 53m 45.348s W",58415-247
PB,CAMPINA GRANDE,PRESIDIO DO MONTE SANTO,R QUINTINO BOCAIUVA,S/N,MONTE SANTO,"R QUINTINO BOCAIUVA, MONTE SANTO, CAMPINA GRANDE, PB, BRASIL",-7.2128274,-35.892763200000005,"Rua Quintino Bocaiuva, Palmeira, Campina Grande, Região Geográfica Imediata de Campina Grande, Região Metropolitana de Campina Grande, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, 58400-052, Brasil","7 12m 46.1786s S, 35 53m 33.9475s W",58400-052
PB,CAMPINA GRANDE,UBS ODETE LEANDRO DE OLIVEIRA,RUA DOMITILA CABRAL DE CASTRO,S/N,UNIVERSITARIO,"RUA DOMITILA CABRAL DE CASTRO, UNIVERSITARIO, CAMPINA GRANDE, PB, BRASIL",-7.2091,-35.91534,"Rua Domitila Caral Castro, 58109-785, Campina Grande","7 12m 32.76s S, 35 54m 55.224s W",58109-785
PB,CAMPINA GRANDE,UBS SABIA ZONA URBANA II,RUA ANTONIO T SOBRINHO,S/N,SAO JOSE DA MATA,"RUA ANTONIO T SOBRINHO, SAO JOSE DA MATA, CAMPINA GRANDE, PB, BRASIL",-7.17718,-35.98213,"Rua Antônio Tota Sobrinho, 58115, Campina Grande","7 10m 37.848s S, 35 58m 55.668s W",58115
PB,CAPIM,UBSF SEBASTIANA FRANCISCA DOS SANTOS,AV SAO JOSE,84,OLHO DAGUA,"AV SAO JOSE, OLHO DAGUA, CAPIM, PB, BRASIL",-10.0583,-36.81257,"Rua São José, 57390-000, Olho d'Água Grande","10 3m 29.88s S, 36 48m 45.252s W",57390-000
PB,CAPIM,UNIDADE DE SAUDE ANILDA SOUTO ROCHA,RUA LUIZ VIEIRA,54,CENTRO,"RUA LUIZ VIEIRA, CENTRO, CAPIM, PB, BRASIL",-6.91162,-35.16901,"Rua Luiz Vieira, 58287-000, Capim","6 54m 41.832s S, 35 10m 8.436s W",58287-000
PB,CAPIM,UNIDADE BASICA DE SAUDE JOAO BATISTA ROCHA,RUA LEONEL FERREIRA DA SILVA,S/N,JORDAO,"RUA LEONEL FERREIRA DA SILVA, JORDAO, CAPIM, PB, BRASIL",-6.92437,-35.1713,"Rua Leonel Ferreira da Silva, 58287-000, Capim","6 55m 27.732s S, 35 10m 16.68s W",58287-000
PB,CARAUBAS,UBSF BARREIRAS ESF II,DISTRITO DE BARREIRAS,S/N,ZONA RURAL,"DISTRITO DE BARREIRAS, ZONA RURAL, CARAUBAS, PB, BRASIL",-17.34804,-49.93089,"Via de Acesso à Zona Rural, 75940-000, Edéia","17 20m 52.944s S, 49 55m 51.204s W",75940-000
PB,CARAUBAS,CENTRO DE SAUDE TEREZA VASCONCELOS JORDAO,EXPEDICIONARIO LUIZ TENORIO LEAO,S/N,CENTRO,"EXPEDICIONARIO LUIZ TENORIO LEAO, CENTRO, CARAUBAS, PB, BRASIL",-7.72869,-36.49416,"Rua Expedicionário Luiz Tenório Leão, Caraúbas","7 43m 43.284s S, 36 29m 38.976s W",
PB,CARAUBAS,UBSF SEVERINO VIRGINIO DA SILVA,RUA EXPEDICIONARIO LUIS TENORIO LEAO,S/N,CENTRO,"RUA EXPEDICIONARIO LUIS TENORIO LEAO, CENTRO, CARAUBAS, PB, BRASIL",-7.72869,-36.49416,"Rua Expedicionário Luiz Tenório Leão, Caraúbas","7 43m 43.284s S, 36 29m 38.976s W",
PB,CARRAPATEIRA,UNIDADE DE SAUDE DA FAMILIA DE CARRAPATEIRA,RUA JOSE VIEIRA,S/N,CENTRO,"RUA JOSE VIEIRA, CENTRO, CARRAPATEIRA, PB, BRASIL",-7.03884,-38.34405,"Rua José Vieira, 58945-000, Carrapateira","7 2m 19.824s S, 38 20m 38.58s W",58945-000
PB,CASSERENGUE,PSF IV MANOEL BENTO DA SILVA,RUA DO VALERIO,S/N,CENTRO,"RUA DO VALERIO, CENTRO, CASSERENGUE, PB, BRASIL",-6.48901,-36.14913,"Rua do Centro, 58175-000, Cuité","6 29m 20.436s S, 36 8m 56.868s W",58175-000
PB,CASSERENGUE,POSTO DE SAUDE DE CASSERENGUE,RUA DURVAL DA COSTA LIRA,609,CENTRO,"RUA DURVAL DA COSTA LIRA, CENTRO, CASSERENGUE, PB, BRASIL",-6.7814,-35.82334,"Rua Durval da Costa Lira, 58238-000, Casserengue","6 46m 53.04s S, 35 49m 24.024s W",58238-000
PB,CASSERENGUE,UNIDADE BASICA DE SAUDE DO PSFPITSIICABECUDO,SITIO CABECUDO,20,RURAL,"SITIO CABECUDO, RURAL, CASSERENGUE, PB, BRASIL",-6.78241,-35.81819,Casserengue,"6 46m 56.676s S, 35 49m 5.484s W",
PB,CASSERENGUE,UNIDADE BASICA DE SAUDEPSFPITSIIICINCO LAGOAS,SITIO CINCO LAGOAS,40,RURAL,"SITIO CINCO LAGOAS, RURAL, CASSERENGUE, PB, BRASIL",-9.58392,-35.72182,"Rua Paulo Bandeira Cinco, 57039, Maceió","9 35m 2.112s S, 35 43m 18.552s W",57039
