UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point,cep
PR,CURITIBA,UMS OUVIDOR PARDINHO,RUA 24 DE MAIO,807,REBOUCAS,"RUA 24 DE MAIO, REBOUCAS, CURITIBA, PR, BRASIL",-25.4526077,-49.2668404,"Rua Vinte e Quatro de Maio, Rebouças, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 80220-040, Brasil","25 27m 9.38772s S, 49 16m 0.62544s W",80220-040
PR,CURITIBA,UMS VITORIA REGIA PSF,RUA CYRO CORREIA PEREIRA,S/N,CIC,"RUA CYRO CORREIA PEREIRA, CIC, CURITIBA, PR, BRASIL",-25.54089,-49.32599,"Rua Cyro Correia Pereira, Curitiba","25 32m 27.204s S, 49 19m 33.564s W",
PR,CURITIBA,UMS UMBARA II PSF,RUA NICOLA PELLANDA,4800,UMBARA,"RUA NICOLA PELLANDA, UMBARA, CURITIBA, PR, BRASIL",-25.557239300000003,-49.2920816,"Rua Nicola Pellanda, Vila Palmeira, Umbará, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 81930-570, Brasil","25 33m 26.0615s S, 49 17m 31.4938s W",81930-570
PR,CURITIBA,UMS AURORA,RUA TEOFILO MANSUR,500,NOVO MUNDO,"RUA TEOFILO MANSUR, NOVO MUNDO, CURITIBA, PR, BRASIL",-25.49551,-49.3033,"Rua Affife Mansur, 81050, 81310, 81315, Curitiba","25 29m 43.836s S, 49 18m 11.88s W",81050
PR,CURITIBA,UMS ESTRELA PSF,RUA FRANCISCO NOWOTARSKI,78,FAZENDINHA,"RUA FRANCISCO NOWOTARSKI, FAZENDINHA, CURITIBA, PR, BRASIL",-25.4784139,-49.3183237,"Rua Francisco Nowotarski, Fazendinha, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 81070-001, Brasil","25 28m 42.29s S, 49 19m 5.96532s W",81070-001
PR,CURITIBA,UMS VILA SANDRA PSF,RUA ARARANGUA,S/N,CIC,"RUA ARARANGUA, CIC, CURITIBA, PR, BRASIL",-25.46444,-49.34136,"Rua Araranguá, 81230-090, Curitiba","25 27m 51.984s S, 49 20m 28.896s W",81230-090
PR,CURITIBA,UMS SABARA PSF,RUA PEDRO ANDRETTA,3030,CIC,"RUA PEDRO ANDRETTA, CIC, CURITIBA, PR, BRASIL",-25.50116,-49.34925,"Rua Pedro Andretta, 81450-715, Curitiba","25 30m 4.176s S, 49 20m 57.3s W",81450-715
PR,CURITIBA,UMS MONTEIRO LOBATO PSF,RUA OLIVIO JOSE ROSSETI,S/N,TATUQUARA,"RUA OLIVIO JOSE ROSSETI, TATUQUARA, CURITIBA, PR, BRASIL",-25.57427,-49.33485,"Rua Olívio José Rossetti, 81470-270, Curitiba","25 34m 27.372s S, 49 20m 5.46s W",81470-270
PR,CURITIBA,UMS PAROLIN PSF,RUA SERGIPE,56,PAROLIN,"RUA SERGIPE, PAROLIN, CURITIBA, PR, BRASIL",-25.4716,-49.27383,"Rua Sergipe, 80630-080, Curitiba","25 28m 17.76s S, 49 16m 25.788s W",80630-080
PR,CURITIBA,UMS SAO MIGUEL,RUA DESEMBARGADOR CID CAMPELO,8060,CIC,"RUA DESEMBARGADOR CID CAMPELO, CIC, CURITIBA, PR, BRASIL",-25.49223,-49.33888,"Rua Desembargador Cid Campelo, Curitiba","25 29m 32.028s S, 49 20m 19.968s W",
PR,CURITIBA,UMS ATUBA,RUA RIO PELOTAS,S/N,ATUBA,"RUA RIO PELOTAS, ATUBA, CURITIBA, PR, BRASIL",-25.3953978,-49.2065503,"Rua Rio Pelotas, Atuba, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 82840-380, Brasil","25 23m 43.4321s S, 49 12m 23.5811s W",82840-380
PR,CURITIBA,UMS PARQUE INDUSTRIAL,RUA LAUDELINO FERREIRA LOPES,1801,CAPAO RASO,"RUA LAUDELINO FERREIRA LOPES, CAPAO RASO, CURITIBA, PR, BRASIL",-25.5068987,-49.3045659,"Rua Laudelino Ferreira Lopes, Capão Raso, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 81150-120, Brasil","25 30m 24.8353s S, 49 18m 16.4372s W",81150-120
PR,CURITIBA,UMS MORADIAS SANTA RITA PSF,RUA ADRIANA CERES ZAGO BUENO,743,TATUQUARA,"RUA ADRIANA CERES ZAGO BUENO, TATUQUARA, CURITIBA, PR, BRASIL",-25.5588526,-49.3412284,"Rua Adriana Ceres Zago Bueno, Moradias Santa Rita, Tatuquara, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 81470-202, Brasil","25 33m 31.8694s S, 49 20m 28.4222s W",81470-202
PR,CURITIBA,UMS VILA DIANA,RUA RENE DESCARTES,537,ABRANCHES,"RUA RENE DESCARTES, ABRANCHES, CURITIBA, PR, BRASIL",-25.3688138,-49.2678057,"Rua René Descartes, Barreirinha, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 82220-330, Brasil","25 22m 7.72968s S, 49 16m 4.10052s W",82220-330
PR,CURITIBA,UMS XAXIM,RUA BATISTA DA COSTA,1163,XAXIM,"RUA BATISTA DA COSTA, XAXIM, CURITIBA, PR, BRASIL",-25.5151988,-49.279437,"Rua Batista da Costa, Xaxim, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 81820-013, Brasil","25 30m 54.7157s S, 49 16m 45.9732s W",81820-013
PR,CURITIBA,UMS CAMPO ALEGRE,AVENIDA DAS INDUSTRIAS,1749,CIC,"AVENIDA DAS INDUSTRIAS, CIC, CURITIBA, PR, BRASIL",-25.50147,-49.31616,"Avenida das Indústrias, 81170, 81310, 81312, 81350, Curitiba","25 30m 5.292s S, 49 18m 58.176s W",81170
PR,CURITIBA,UMS BARREIRINHA,RUA SANTA GEMA GALGANI,353,BARREIRINHA,"RUA SANTA GEMA GALGANI, BARREIRINHA, CURITIBA, PR, BRASIL",-25.3649811,-49.26201629999999,"Rua Santa Gema Galgani, Barreirinha, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 82220-010, Brasil","25 21m 53.932s S, 49 15m 43.2587s W",82220-010
PR,CURITIBA,UMS TINGUI,RUA MARTINS ALVES DE CAMARGO,187,TINGUI,"RUA MARTINS ALVES DE CAMARGO, TINGUI, CURITIBA, PR, BRASIL",-25.3813,-49.22465,"Rua Dr Marins Alves de Camargo, 82620-260, Curitiba","25 22m 52.68s S, 49 13m 28.74s W",82620-260
PR,CURITIBA,UMS ERICO VERISSIMO PSF,RUA EXP FRANCISCO PEREIRA DOS SANTOS,510,ALTO BOQUEIRAO,"RUA EXP FRANCISCO PEREIRA DOS SANTOS, ALTO BOQUEIRAO, CURITIBA, PR, BRASIL",-25.53827,-49.24846,"Rua Exp Francisco P dos Santos, 81850, Curitiba","25 32m 17.772s S, 49 14m 54.456s W",81850
PR,CURITIBA,UMS SANTA EFIGENIA,RUA VOLTAIRE,139,BARREIRINHA,"RUA VOLTAIRE, BARREIRINHA, CURITIBA, PR, BRASIL",-25.3769738,-49.2565703,"Rua Voltaire, Barreirinha, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 82700-190, Brasil","25 22m 37.1057s S, 49 15m 23.6531s W",82700-190
PR,CURITIBA,UMS SANTA CANDIDA,AV PARANA,5050,SANTA CANDIDA,"AV PARANA, SANTA CANDIDA, CURITIBA, PR, BRASIL",-25.3751369,-49.2235205,"Avenida Paraná, Santa Cândida, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 82620-360, Brasil","25 22m 30.4928s S, 49 13m 24.6738s W",82620-360
PR,CURITIBA,UMS IPIRANGA,RUA SANTA REGINA,667,CAPAO RASO,"RUA SANTA REGINA, CAPAO RASO, CURITIBA, PR, BRASIL",-25.5034767,-49.2958735,"Rua Santa Regina, Capão Raso, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 81130-110, Brasil","25 30m 12.5161s S, 49 17m 45.1446s W",81130-110
PR,CURITIBA,UMS SALGADO FILHO,AVN SENADOR SALGADO FILHO,5265,UBERABA,"AVN SENADOR SALGADO FILHO, UBERABA, CURITIBA, PR, BRASIL",-25.49086,-49.2222,"Avenida Senador Salgado Filho, 81560, 81570, 81580, 81730, Curitiba","25 29m 27.096s S, 49 13m 19.92s W",81560
PR,CURITIBA,CENSE CURITIBA,RUA PASTOR MANOEL VIRGINIO DE SOUZA,1310,CAPAO DA IMBUIA,"RUA PASTOR MANOEL VIRGINIO DE SOUZA, CAPAO DA IMBUIA, CURITIBA, PR, BRASIL",-25.4397458,-49.2124818,"Rua Pastor Manoel Virgínio de Souza, Capão da Imbuia, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 82810-460, Brasil","25 26m 23.0849s S, 49 12m 44.9345s W",82810-460
PR,CURITIBA,UMS JARDIM PARANAENSE PSF,RUA PEDRO NABOSNE,57,ALTO BOQUEIRAO,"RUA PEDRO NABOSNE, ALTO BOQUEIRAO, CURITIBA, PR, BRASIL",-25.5406859,-49.2404057,"Rua Pedro Nabosne, Alto Boqueirão, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 81850-000, Brasil","25 32m 26.4692s S, 49 14m 25.4605s W",81850-000
PR,CURIUVA,CENTRO DE SAUDE DE CURIUVA,ALBERTO BORGES,262,CENTRO,"ALBERTO BORGES, CENTRO, CURIUVA, PR, BRASIL",-24.03419,-50.45956,"Rua Alberto Martins Borges, 84280-000, Curiúva","24 2m 3.084s S, 50 27m 34.416s W",84280-000
PR,CURIUVA,UNIDADE SAUDE DA FAMILIA ALECRIM,RUA PARANA,S/N,ALECRIM,"RUA PARANA, ALECRIM, CURIUVA, PR, BRASIL",-24.041226100000003,-50.4016835,"Rua Paraná, Alecrim, Curiúva, Região Geográfica Imediata de Telêmaco Borba, Região Geográfica Intermediária de Ponta Grossa, Paraná, Região Sul, Brasil","24 2m 28.414s S, 50 24m 6.0606s W",
PR,CURIUVA,USF VILA ESPERANCA,RUA DOMINGOS BONIN,S/N,VILA ESPERANCA,"RUA DOMINGOS BONIN, VILA ESPERANCA, CURIUVA, PR, BRASIL",-24.0456323,-50.4520271,"Rua Domingos Bonin, Vila Industrial, Curiúva, Região Geográfica Imediata de Telêmaco Borba, Região Geográfica Intermediária de Ponta Grossa, Paraná, Região Sul, 84280-000, Brasil","24 2m 44.2763s S, 50 27m 7.29756s W",84280-000
PR,CURIUVA,UNIDADE SAUDE DE FAMILIA TABOAO,RUA C,S/N,TABOAO,"RUA C, TABOAO, CURIUVA, PR, BRASIL",-24.03806,-50.44387,"Rua C, 84280-000, Curiúva","24 2m 17.016s S, 50 26m 37.932s W",84280-000
PR,CURIUVA,UBS VILA BIGON,RUA VICENTE PINTO RIBEIRO,0,VILA BIGON,"RUA VICENTE PINTO RIBEIRO, VILA BIGON, CURIUVA, PR, BRASIL",-24.0437359,-50.4552934,"Rua Vicente Pinto Ribeiro, Vila Bigon, Curiúva, Região Geográfica Imediata de Telêmaco Borba, Região Geográfica Intermediária de Ponta Grossa, Paraná, Região Sul, 84280-000, Brasil","24 2m 37.4492s S, 50 27m 19.0562s W",84280-000
PR,CURIUVA,POSTO DE SAUDE ESPIGAO BONITO,RUA PRINCIPAL,S/N,ESPIGAO BONITO,"RUA PRINCIPAL, ESPIGAO BONITO, CURIUVA, PR, BRASIL",-15.63316,-49.63387,"Rua Principal Praça, 76335-000, Uruana","15 37m 59.376s S, 49 38m 1.932s W",76335-000
PR,CURIUVA,POSTO DE SAUDE COLONIA DANTAS,RUA PRINCIPAL,S/N,COLONIA DANTAS,"RUA PRINCIPAL, COLONIA DANTAS, CURIUVA, PR, BRASIL",-15.63316,-49.63387,"Rua Principal Praça, 76335-000, Uruana","15 37m 59.376s S, 49 38m 1.932s W",76335-000
PR,CURIUVA,UNIDADE DE SAUDE DA FAMILIA FELISBERTO,RUA PRINCIPAL,S/N,FELISBERTO,"RUA PRINCIPAL, FELISBERTO, CURIUVA, PR, BRASIL",-15.63316,-49.63387,"Rua Principal Praça, 76335-000, Uruana","15 37m 59.376s S, 49 38m 1.932s W",76335-000
PR,DIAMANTE D'OESTE,CENTRO MUNICIPAL DE SAUDE DE DIAMANTE DOESTE,RUA PIOVEZANA,257,CENTRO,"RUA PIOVEZANA, CENTRO, DIAMANTE D'OESTE, PR, BRASIL",-24.94712,-54.10123,"Rua Piovezana, 85896-000, Diamante d'Oeste","24 56m 49.632s S, 54 6m 4.428s W",85896-000
PR,DIAMANTE D'OESTE,POSTO DE SAUDE LINHA SAO FRANCISCO,LINHA SAO FRANCISCO,S/N,SAO FRANCISCO,"LINHA SAO FRANCISCO, SAO FRANCISCO, DIAMANTE D'OESTE, PR, BRASIL",-25.71633,-52.92049,"Rua São Francisco, São Jorge d'Oeste","25 42m 58.788s S, 52 55m 13.764s W",
PR,DIAMANTE DO NORTE,NIS II DIAMANTE DO NORTE,RUA REYNALDO MASSI,1222,CENTRO,"RUA REYNALDO MASSI, CENTRO, DIAMANTE DO NORTE, PR, BRASIL",-22.65854,-52.86137,"Rua Reynaldo Massi, 87990-000, Diamante do Norte","22 39m 30.744s S, 52 51m 40.932s W",87990-000
PR,DIAMANTE DO NORTE,UAPSF UNIDADE DE ATENCAO PRIMARIA A SAUDE DA FAMILIA,ATANASIO TORGAN,35,CONJUNTO BAHIA,"ATANASIO TORGAN, CONJUNTO BAHIA, DIAMANTE DO NORTE, PR, BRASIL",-22.65426,-52.86077,"Rua Bahia, 87990-000, Diamante do Norte","22 39m 15.336s S, 52 51m 38.772s W",87990-000
PR,DIAMANTE DO SUL,UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA UAPSF II URBANO,RUA GETULIO VARGAS,S/N,CENTRO,"RUA GETULIO VARGAS, CENTRO, DIAMANTE DO SUL, PR, BRASIL",-25.40966,-52.40864,"Rua Getúlio Vargas, 85301-110, Laranjeiras do Sul","25 24m 34.776s S, 52 24m 31.104s W",85301-110
PR,DIAMANTE DO SUL,UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA UAPSF I RURAL,GETULIO VARGAS,S/N,CENTRO,"GETULIO VARGAS, CENTRO, DIAMANTE DO SUL, PR, BRASIL",-25.04284,-52.68171,"Avenida Getúlio Vargas, 85408-000, Diamante do Sul","25 2m 34.224s S, 52 40m 54.156s W",85408-000
PR,DOIS VIZINHOS,PSF RURAL SANTA LUCIA,LINHA SANTA LUCIA ZONA RURAL,0,SANTA LUCIA,"LINHA SANTA LUCIA ZONA RURAL, SANTA LUCIA, DOIS VIZINHOS, PR, BRASIL",-25.40793,-53.56726,Santa Lúcia,"25 24m 28.548s S, 53 34m 2.136s W",
PR,DOIS VIZINHOS,PSF JARDIM DA COLINA,RUA DOS GIRASSOIS,349,JARDIM DA COLINA,"RUA DOS GIRASSOIS, JARDIM DA COLINA, DOIS VIZINHOS, PR, BRASIL",-25.73143,-53.07151,"Rua dos Girassóis, 85660-000, Dois Vizinhos","25 43m 53.148s S, 53 4m 17.436s W",85660-000
PR,DOIS VIZINHOS,NIS II,AVENIDA PREFEITO DEDI B MONTAGNER,425,CENTRO NORTE,"AVENIDA PREFEITO DEDI B MONTAGNER, CENTRO NORTE, DOIS VIZINHOS, PR, BRASIL",-25.74829,-53.05394,"Avenida Professor Dedi Barichelo Montagner, 85660-000, Dois Vizinhos","25 44m 53.844s S, 53 3m 14.184s W",85660-000
PR,DOIS VIZINHOS,PSF SAGRADA FAMILIA,RIO BRANCO,1000,SAGRADA FAMILIA,"RIO BRANCO, SAGRADA FAMILIA, DOIS VIZINHOS, PR, BRASIL",-25.75469,-53.06588,"Rua Rio Branco, 85660-000, Dois Vizinhos","25 45m 16.884s S, 53 3m 57.168s W",85660-000
PR,DOIS VIZINHOS,NIS PACS,AV DEDI BARICHELLO MONTAGNER,425,CENTRO,"AV DEDI BARICHELLO MONTAGNER, CENTRO, DOIS VIZINHOS, PR, BRASIL",-25.74829,-53.05394,"Avenida Professor Dedi Barichelo Montagner, 85660-000, Dois Vizinhos","25 44m 53.844s S, 53 3m 14.184s W",85660-000
PR,DOIS VIZINHOS,PSF NOSSA SENHORA DE LOURDES,PERNAMBUCO,350,NOSSA SENHORA LOURDE,"PERNAMBUCO, NOSSA SENHORA LOURDE, DOIS VIZINHOS, PR, BRASIL",-25.76594,-53.06074,"Rua Pernambuco, 85660-000, Dois Vizinhos","25 45m 57.384s S, 53 3m 38.664s W",85660-000
PR,DOIS VIZINHOS,PSF SUL,MATO GROSSO,484,CENTRO SUL,"MATO GROSSO, CENTRO SUL, DOIS VIZINHOS, PR, BRASIL",-25.75582,-53.05833,"Rua Mato Grosso, 85660-000, Dois Vizinhos","25 45m 20.952s S, 53 3m 29.988s W",85660-000
PR,DOIS VIZINHOS,PSF SANTA LUZIA,AV ARGENTINA,26,SANTA LUZIA,"AV ARGENTINA, SANTA LUZIA, DOIS VIZINHOS, PR, BRASIL",-25.75727,-53.07606,"Rua Argentina, 85660-000, Dois Vizinhos","25 45m 26.172s S, 53 4m 33.816s W",85660-000
PR,DOIS VIZINHOS,ESF SAO FRANCISCO DE ASSIS,LEONORA BURATTO,0,MEREDICK,"LEONORA BURATTO, MEREDICK, DOIS VIZINHOS, PR, BRASIL",-25.73425,-53.05859,Dois Vizinhos,"25 44m 3.3s S, 53 3m 30.924s W",
PR,DOIS VIZINHOS,PSF BAIRRO DA LUZ,PAULO ANTONIO DE GODOY,271,LUZ,"PAULO ANTONIO DE GODOY, LUZ, DOIS VIZINHOS, PR, BRASIL",-25.73525,-53.05307,"Rua Paulo Antônio de Godoy, 85660-000, Dois Vizinhos","25 44m 6.9s S, 53 3m 11.052s W",85660-000
PR,DOURADINA,CENTRO DE SAUDE HELIO CORSINI,AV BRASIL,261,CENTRO,"AV BRASIL, CENTRO, DOURADINA, PR, BRASIL",-25.2948,-54.09343,"Avenida Brasil, 85884-000, Medianeira","25 17m 41.28s S, 54 5m 36.348s W",85884-000
PR,DOURADINA,UNIDADE DE SAUDE DA FAMILIA RURAL DE VILA FORMOSA,RUA SANTA OLIMPIA,S/N,VILA FORMOSA,"RUA SANTA OLIMPIA, VILA FORMOSA, DOURADINA, PR, BRASIL",-22.3051,-49.07003,"Rua Santa Rosa, 17020-460, Bauru","22 18m 18.36s S, 49 4m 12.108s W",17020-460
PR,DOURADINA,POSTO DE SAUDE JARDIM DO IVAI,AV PRINCIPAL,S/N,JARDIM IVAI,"AV PRINCIPAL, JARDIM IVAI, DOURADINA, PR, BRASIL",-23.103,-52.45318,"Rua Principal do Jardim Renascer, 87708, Paranavaí","23 6m 10.8s S, 52 27m 11.448s W",87708
PR,DOURADINA,UNIDADE BASICA DE SAUDE DA FAMILIA CARLOS TORISCO,RUA RIBEIRO DE OLIVEIRA,S/N,CENTRO,"RUA RIBEIRO DE OLIVEIRA, CENTRO, DOURADINA, PR, BRASIL",-23.38042,-53.29155,"Rua Ribeiro de Oliveira, 87485-000, Douradina","23 22m 49.512s S, 53 17m 29.58s W",87485-000
PR,DOUTOR CAMARGO,UNIDADE BASICA DE SAUDE PIONEIRO JOAO GONZAGA,RUA CANADA,680,CONJUNTO JOSE RICHA,"RUA CANADA, CONJUNTO JOSE RICHA, DOUTOR CAMARGO, PR, BRASIL",-23.55065,-52.23047,"Rua Canadá, 87155-000, Doutor Camargo","23 33m 2.34s S, 52 13m 49.692s W",87155-000
PR,DOUTOR CAMARGO,UNIDADE BASICA DE SAUDE CENTRO,RUA GENERAL CARNEIRO,404,CENTRO,"RUA GENERAL CARNEIRO, CENTRO, DOUTOR CAMARGO, PR, BRASIL",-23.5567,-52.21779,"Rua General Carneiro, 87155-000, Doutor Camargo","23 33m 24.12s S, 52 13m 4.044s W",87155-000
PR,DOUTOR ULYSSES,UBS RURAL ANTONIO JOAO RYCCE,PR 092,S/N,BAIRRO DO TIGRE,"PR 092, BAIRRO DO TIGRE, DOUTOR ULYSSES, PR, BRASIL",-24.56668,-49.41658,"Avenida Pedro Gabriel do Nascimento, 83590-000, Doutor Ulysses","24 34m 0.048s S, 49 24m 59.688s W",83590-000
PR,DOUTOR ULYSSES,UBS RURAL JOSE JULIO DESPLANCHES,ESTRADA DO TURVO,S/N,BARRA DO TEIXEIRA,"ESTRADA DO TURVO, BARRA DO TEIXEIRA, DOUTOR ULYSSES, PR, BRASIL",-22.36008,-44.015,"Rua Antônio Teixeira, 27165-000, Barra do Piraí","22 21m 36.288s S, 44 0m 54s W",27165-000
PR,DOUTOR ULYSSES,UBS RURAL VEREADOR MIGUEL GELIET,PR 092,S/N,SETE QUEDAS ZONA R,"PR 092, SETE QUEDAS ZONA R, DOUTOR ULYSSES, PR, BRASIL",-24.57284,-49.42754,"Avenida São João Batista, 83590-000, Doutor Ulysses","24 34m 22.224s S, 49 25m 39.144s W",83590-000
PR,DOUTOR ULYSSES,UBS RURAL VEREADOR NOBORU FUJIMOTO,PR092,S/N,BEIRRO DOS CORDEIROS,"PR092, BEIRRO DOS CORDEIROS, DOUTOR ULYSSES, PR, BRASIL",-24.69741,-49.38797,"PR-092, 83590-000, Doutor Ulysses","24 41m 50.676s S, 49 23m 16.692s W",83590-000
PR,DOUTOR ULYSSES,UAPSF PROF HETTY ROSA DE MOURA E COSTA,AVENIDA EZIDIO NEVES,S/N,CERRADO,"AVENIDA EZIDIO NEVES, CERRADO, DOUTOR ULYSSES, PR, BRASIL",-23.75953,-52.44528,"Rua Doutor Ulysses Guimarães, 87240-000, Terra Boa","23 45m 34.308s S, 52 26m 43.008s W",87240-000
PR,DOUTOR ULYSSES,UBS DEP ANIBAL KURY,AVENIDA SAO JOAO BATISTA,S/N,CENTRO,"AVENIDA SAO JOAO BATISTA, CENTRO, DOUTOR ULYSSES, PR, BRASIL",-24.57284,-49.42754,"Avenida São João Batista, 83590-000, Doutor Ulysses","24 34m 22.224s S, 49 25m 39.144s W",83590-000
PR,DOUTOR ULYSSES,UBS RURAL JOANA BEATRIZ SOUZA DA ROSA,ESTRADA DO CARAGUATA,S/N,CARAGUATA ZONA RUR,"ESTRADA DO CARAGUATA, CARAGUATA ZONA RUR, DOUTOR ULYSSES, PR, BRASIL",-25.31927,-49.04131,"Estrada do Caraguata, 83430-000, Campina Grande do Sul","25 19m 9.372s S, 49 2m 28.716s W",83430-000
PR,ENEAS MARQUES,CENTRO DE SAUDE NIS I ENEAS MARQUES,RUA FRANCISCO CAMPOS,33,CENTRO,"RUA FRANCISCO CAMPOS, CENTRO, ENEAS MARQUES, PR, BRASIL",-25.94458,-53.15642,"Rua Francisco Campos, 85630-000, Enéas Marques","25 56m 40.488s S, 53 9m 23.112s W",85630-000
PR,ENGENHEIRO BELTRAO,POSTO DE SAUDE DE FIGUEIRA DO OESTE,AVENIDA PIQUIRI,S/N,DISTRITO,"AVENIDA PIQUIRI, DISTRITO, ENGENHEIRO BELTRAO, PR, BRASIL",-23.77991,-52.35237,"Avenida Piquiri, 87270, 87277, Engenheiro Beltrão","23 46m 47.676s S, 52 21m 8.532s W",87270
PR,ENGENHEIRO BELTRAO,POSTO DE SAUDE DE SERTAOZINHO,TRAVESSA ENGENHEIRO BELTRAO,S/N,DISTRITO,"TRAVESSA ENGENHEIRO BELTRAO, DISTRITO, ENGENHEIRO BELTRAO, PR, BRASIL",-23.83771,-52.30588,"Travessa Engenheiro Beltrão, 87272-000, Engenheiro Beltrão","23 50m 15.756s S, 52 18m 21.168s W",87272-000
PR,ENGENHEIRO BELTRAO,CENTRO DE SAUDE DE ENGENHEIRO BELTRAO,RUA SAO PAULO,366,CENTRO,"RUA SAO PAULO, CENTRO, ENGENHEIRO BELTRAO, PR, BRASIL",-23.80004,-52.25713,"Rua São Paulo, 87270-000, Engenheiro Beltrão","23 48m 0.144s S, 52 15m 25.668s W",87270-000
PR,ENGENHEIRO BELTRAO,POSTO DE SAUDE DE IVAILANDIA,RUA PARANA,S/N,DISTRITO,"RUA PARANA, DISTRITO, ENGENHEIRO BELTRAO, PR, BRASIL",-23.72184,-52.17671,"Rua Paraná, Engenheiro Beltrão","23 43m 18.624s S, 52 10m 36.156s W",
PR,ENGENHEIRO BELTRAO,POSTO DE SAUDE DO CASTELO BRANCO,RUA ALAGOAS,S/N,CASTELO BRANCO,"RUA ALAGOAS, CASTELO BRANCO, ENGENHEIRO BELTRAO, PR, BRASIL",-23.83777,-52.3073,"Rua Castelo Branco, 87272-000, Engenheiro Beltrão","23 50m 15.972s S, 52 18m 26.28s W",87272-000
PR,ENTRE RIOS DO OESTE,CENTRO DE SAUDE EUGENIO SCHWANCKE ENTRE RIOS DO OESTE,RUA AMAZONAS,909,CENTRO,"RUA AMAZONAS, CENTRO, ENTRE RIOS DO OESTE, PR, BRASIL",-24.70317,-54.24403,"Rua Amazonas, 85988-000, Entre Rios do Oeste","24 42m 11.412s S, 54 14m 38.508s W",85988-000
PR,ESPERANCA NOVA,CENTRO DE SAUDE ESP NOVA,AV JUVENAL SILVA BRAGA,254,CENTRO,"AV JUVENAL SILVA BRAGA, CENTRO, ESPERANCA NOVA, PR, BRASIL",-23.72608,-53.81226,"Avenida Juvenal Silva Braga, 87545, Esperança Nova","23 43m 33.888s S, 53 48m 44.136s W",87545
PR,ESPIGAO ALTO DO IGUACU,UBS VILA RICA,RUA PARANAVAI,52,VILA RICA,"RUA PARANAVAI, VILA RICA, ESPIGAO ALTO DO IGUACU, PR, BRASIL",-25.43057,-52.84022,Espigão Alto do Iguaçu,"25 25m 50.052s S, 52 50m 24.792s W",
PR,ESPIGAO ALTO DO IGUACU,C S DE ESPIGAO ALTO DO IGUACU,RUA BUENOS AIRES,403,CENTRO,"RUA BUENOS AIRES, CENTRO, ESPIGAO ALTO DO IGUACU, PR, BRASIL",-25.42016,-52.83344,"Rua Buenos Aires, 85465-000, Espigão Alto do Iguaçu","25 25m 12.576s S, 52 50m 0.384s W",85465-000
PR,FAROL,CENTRO DE SAUDE DE FAROL 24HORAS,RUA CURITIBA,466,CENTRO,"RUA CURITIBA, CENTRO, FAROL, PR, BRASIL",-24.09446,-52.62268,"Rua Curitiba, 87325-000, Farol","24 5m 40.056s S, 52 37m 21.648s W",87325-000
PR,FAROL,POSTO DE SAUDE DE MARTINOPOLIS,RUA FEDERAL,S/N,CENTRO,"RUA FEDERAL, CENTRO, FAROL, PR, BRASIL",-27.64129,-52.27026,"Praça Prefeito Jayme Lago & Rua Distrito Federal, 99700, Erechim","27 38m 28.644s S, 52 16m 12.936s W",99700
PR,FAROL,U A PSF,RUA SERGIPE,S/N,CENTRO,"RUA SERGIPE, CENTRO, FAROL, PR, BRASIL",-24.09637,-52.62597,"Rua Sergipe, 87325-000, Farol","24 5m 46.932s S, 52 37m 33.492s W",87325-000
