UF,MUNICIPIO,NOME,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,LATITUDE,LONGITUDE,ENDERECO_API,POINT,CEP,CO_CNES
CE,BATURITE,UBASF ALTO ALEGRE,LOCALIDADE DE ALTO ALEGRE,S/N,ALTO ALEGRE,"LOCALIDADE DE ALTO ALEGRE, ALTO ALEGRE, BATURITE, CE, BRASIL",-3.50097,-39.5906,"Alto Alegre, Itapipoca","3 30m 3.492s S, 39 35m 26.16s W",,9897844
CE,BATURITE,POSTO DE SAUDE DE JUCA DO ZE VILAR,JUCA DE ZE VILAR,S/N,ZONA RURAL,"JUCA DE ZE VILAR, ZONA RURAL, BATURITE, CE, BRASIL",-4.32598,-38.88324,"Baturité, CE, Brasil","4 19m 33.528s S, 38 52m 59.664s W",,2333694
CE,BEBERIBE,UNIDADE BASICA DE SAUDE DO URUAU,RUA ANDRE GERONIMO,S/N,ZONA RURAL,"RUA ANDRE GERONIMO, ZONA RURAL, BEBERIBE, CE, BRASIL",-4.22278,-38.04444,"Rua André Gerônimo, Beberibe","4 13m 22.008s S, 38 2m 39.984s W",,2372754
CE,BEBERIBE,UNIDADE BASICA DE SAUDE DA FORQUILHA,RODOVIA BR 304 KM 20,S/N,FORQUILHA,"RODOVIA BR 304 KM 20, FORQUILHA, BEBERIBE, CE, BRASIL",-4.58478,-38.02527,"BR-304, 62847-000, Beberibe","4 35m 5.208s S, 38 1m 30.972s W",62847-000,7670605
CE,BEBERIBE,UNIDADE BASICA DE SAUDE DE JUAZEIRO,VILA DE JUAZEIRO,S/N,ZONA RURAL,"VILA DE JUAZEIRO, ZONA RURAL, BEBERIBE, CE, BRASIL",-7.216469999999997,-39.32945,"Rua Vila Afonso de Melo, 63050-193, Juazeiro do Norte","7 12m 59.292s S, 39 19m 46.02s W",63050-193,2372746
CE,BEBERIBE,UNIDADE BASICA DE SAUDE DE SERRA DO FELIX,VIL DO FELIX,S/N,VIL DO FELIX,"VIL DO FELIX, VIL DO FELIX, BEBERIBE, CE, BRASIL",-4.5101900000000015,-38.18108,"Serra do Félix, Beberibe","4 30m 36.684s S, 38 10m 51.888s W",,2564513
CE,BEBERIBE,UNIDADE BASICA DE SAUDE MORRO BRANCO SEDE 1,RUA LUIS GAMA,S/N,VILA MORRO BRANCO,"RUA LUIS GAMA, VILA MORRO BRANCO, BEBERIBE, CE, BRASIL",-4.15393,-38.1129,"Rua Luís Gama, 62840-000, Beberibe","4 9m 14.148s S, 38 6m 46.44s W",62840-000,2372711
CE,BEBERIBE,UNIDADE BASICA DE SAUDE DE CHORO,VILA DE CHORO,S/N,CHORO,"VILA DE CHORO, CHORO, BEBERIBE, CE, BRASIL",-4.84576,-39.13562,"Rua José Baltazar de Queiroz, 63950-000, Choró","4 50m 44.736s S, 39 8m 8.232s W",63950-000,6677878
CE,BEBERIBE,UNIDADE BASICA DE SAUDE DE ITAPEIM,RUA SAO JOAO,S/N,VIL DE ITAPEIM,"RUA SAO JOAO, VIL DE ITAPEIM, BEBERIBE, CE, BRASIL",-8.8733,-36.37118,"Rua Capitão Egídio de Barros, 55435-000, São João","8 52m 23.88s S, 36 22m 16.248s W",55435-000,2529548
CE,BEBERIBE,UNIDADE BASICA DE SAUDE DE CAETANO SEDE II,VILA DE CAETANO,S/N,CAETANO,"VILA DE CAETANO, CAETANO, BEBERIBE, CE, BRASIL",-22.75844,-43.29609,"Vila Caetano Madeira, Duque de Caxias","22 45m 30.384s S, 43 17m 45.924s W",,2564327
CE,BEBERIBE,CENTRO DE SAUDE DE BEBERIBE,RUA JOSE DE PAULA PEROBA,S/N,CENTRO,"RUA JOSE DE PAULA PEROBA, CENTRO, BEBERIBE, CE, BRASIL",-4.18379,-38.12796,"Rua José de Paula Peroba, 62840-000, Beberibe","4 11m 1.644s S, 38 7m 40.656s W",62840-000,0
CE,BEBERIBE,UNIDADE BASICA DE SAUDE DE BOQUEIRAO CESARIO,VILA BOQUEIRAO DO CESARIO,S/N,ZONA RURAL,"VILA BOQUEIRAO DO CESARIO, ZONA RURAL, BEBERIBE, CE, BRASIL",-20.89607,-49.36269,"Rua Cascatinha e Inhana & Rua Ramiro Cesário, 15087, São José do Rio Preto","20 53m 45.852s S, 49 21m 45.684s W",15087,2372800
CE,BEBERIBE,UNIDADE BASICA DE SAUDE CENTRO SEDE III,RUA JOAO BALTAZAR,404,CENTRO,"RUA JOAO BALTAZAR, CENTRO, BEBERIBE, CE, BRASIL",-4.18039,-38.13146,"Rua João Baltazar, 62840-000, Beberibe","4 10m 49.404s S, 38 7m 53.256s W",62840-000,8002614
CE,BEBERIBE,UNIDADE BASICA DE SAUDE DE PARIPUEIRA,RUA FRANCISCO XAVIER,S/N,ZONA RURAL,"RUA FRANCISCO XAVIER, ZONA RURAL, BEBERIBE, CE, BRASIL",-4.37256,-37.92583,"Rua Francisco Xavier, Beberibe","4 22m 21.216s S, 37 55m 32.988s W",,2372797
CE,BEBERIBE,UNIDADE BASICA DE SAUDE SEDE IV,RUA GENERAL EDGAR FACO,243,CENTRO,"RUA GENERAL EDGAR FACO, CENTRO, BEBERIBE, CE, BRASIL",-4.18043,-38.12904,"Rua General Edgard Facó, 62840-000, Beberibe","4 10m 49.548s S, 38 7m 44.544s W",62840-000,6058116
CE,BEBERIBE,UNIDADE BASICA DE SAUDE DA PALMEIRA,VILA PALMEIRA,S/N,JUAZEIRO,"VILA PALMEIRA, JUAZEIRO, BEBERIBE, CE, BRASIL",-6.0921400000000006,-39.44894,"Vila Palmeira, Acopiara","6 5m 31.704s S, 39 26m 56.184s W",,9342524
CE,BEBERIBE,UNIDADE BASICA DE SAUDE DE PARAJURU,RUA AMERICO LOBAO,S/N,VIL PARAJURU,"RUA AMERICO LOBAO, VIL PARAJURU, BEBERIBE, CE, BRASIL",-4.3849,-37.85855,"Rua Américo Pinheiro, 62848-000, Beberibe","4 23m 5.64s S, 37 51m 30.78s W",62848-000,2372770
CE,BEBERIBE,UNIDADE BASICA DE SAUDE DE SUCATINGA,RUA LUIS BARBOSA,S/N,VIL SUCATINGA,"RUA LUIS BARBOSA, VIL SUCATINGA, BEBERIBE, CE, BRASIL",-4.2651,-38.05396,"Rua Luís Barbosa, Beberibe","4 15m 54.36s S, 38 3m 14.256s W",,2372738
CE,BELA CRUZ,UBASF PSF SAO GONCALO,SAO GONCALO,S/N,SAO GONCALO,"SAO GONCALO, SAO GONCALO, BELA CRUZ, CE, BRASIL",-22.3744042,-46.9403959,"Rua São José, Vila Paraíso, Vila Julia, Mogi Guaçu, Região Imediata de Mogi Guaçu, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13840-036, Brasil","22 22m 27.8551s S, 46 56m 25.4252s W",13840-036,7191383
CE,BELA CRUZ,UBASF SERGIO PEREIRA DO NASCIMENTO,ESPINHOS,S/N,ESPINHOS,"ESPINHOS, ESPINHOS, BELA CRUZ, CE, BRASIL",-3.05658,-40.16949,Bela Cruz,"3 3m 23.688s S, 40 10m 10.164s W",,6482260
CE,BELA CRUZ,UBASF PSF SEDE III,CORREGO DOS REINALDOS,S/N,BENFICA,"CORREGO DOS REINALDOS, BENFICA, BELA CRUZ, CE, BRASIL",-3.05731,-40.18566,"Rua Córrego do Reinaldo, 62570-000, Bela Cruz","3 3m 26.316s S, 40 11m 8.376s W",62570-000,0
CE,BELA CRUZ,UBASF DE VARJOTA,VARJOTA,S/N,VARJOTA,"VARJOTA, VARJOTA, BELA CRUZ, CE, BRASIL",-4.18816,-40.48182,"Rua Tenente Pedro Cruz, 62265-000, Varjota","4 11m 17.376s S, 40 28m 54.552s W",62265-000,6482295
CE,BELA CRUZ,UNIDADE BASICA DE SAUDE DA FAMILIA MARIA DE FATIMA MARQUES,RUA JOSE XEREZ,S/N,CORREGO GRANDE,"RUA JOSE XEREZ, CORREGO GRANDE, BELA CRUZ, CE, BRASIL",-3.05415,-40.17461,"Rua José Ludgério, 62570-000, Bela Cruz","3 3m 14.94s S, 40 10m 28.596s W",62570-000,5472598
CE,BELA CRUZ,UBASF PSF BAIXIO,POVOADO DE BAIXIO,S/N,BAIXIO,"POVOADO DE BAIXIO, BAIXIO, BELA CRUZ, CE, BRASIL",-3.72938,-38.70162,"Rua Bela Cruz, 61615-515, Caucaia","3 43m 45.768s S, 38 42m 5.832s W",61615-515,0
CE,BELA CRUZ,POSTO DE SAUDE RIACHO DA PRATA,RIACHO DA PRATA,S/N,PRATA,"RIACHO DA PRATA, PRATA, BELA CRUZ, CE, BRASIL",-2.94257,-40.27691,"Prata, Bela Cruz","2 56m 33.252s S, 40 16m 36.876s W",,9397582
CE,BELA CRUZ,UBASF PSF CORREGUINHO,CORREGUINHO,S/N,CORREGUINHO,"CORREGUINHO, CORREGUINHO, BELA CRUZ, CE, BRASIL",-3.05658,-40.16949,Bela Cruz,"3 3m 23.688s S, 40 10m 10.164s W",,2527847
CE,BELA CRUZ,CENTRO DE SAUDE DE BELA CRUZFNS,RUA CORONEL DUCA,546,CHAPADINHA,"RUA CORONEL DUCA, CHAPADINHA, BELA CRUZ, CE, BRASIL",-3.05656,-40.1694,"Rua Coronel Duca, 62570-000, Bela Cruz","3 3m 23.616s S, 40 10m 9.84s W",62570-000,2527731
CE,BELA CRUZ,UBASF PSF ARATICUNS,POVOADO DE ARATICUNS,S/N,ARATICUNS,"POVOADO DE ARATICUNS, ARATICUNS, BELA CRUZ, CE, BRASIL",-3.72938,-38.70162,"Rua Bela Cruz, 61615-515, Caucaia","3 43m 45.768s S, 38 42m 5.832s W",61615-515,0
CE,BELA CRUZ,UBASF PSF CAJUEIRINHO,CAJUEIRINHO,S/N,CAJUEIRINHO,"CAJUEIRINHO, CAJUEIRINHO, BELA CRUZ, CE, BRASIL",-3.0901503000000003,-40.457879966576535,"Açude Cajueirinho, Cajueirinho, Bela Cruz, Região Geográfica Imediata de Acaraú, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil","3 5m 24.5411s S, 40 27m 28.3679s W",,7191510
CE,BELA CRUZ,UBASF MARIA DA PAZ DE SOUSA,LAGOA DO MATO,S/N,LAGOA DO MATO,"LAGOA DO MATO, LAGOA DO MATO, BELA CRUZ, CE, BRASIL",-4.64689,-39.67696,"Lagoa do Mato, Itatira","4 38m 48.804s S, 39 40m 37.056s W",,9833609
CE,BELA CRUZ,UBASF FRANCISCO SABOIA MENEZES,AROEIRA,S/N,AROEIRA,"AROEIRA, AROEIRA, BELA CRUZ, CE, BRASIL",-3.05658,-40.16949,Bela Cruz,"3 3m 23.688s S, 40 10m 10.164s W",,6482813
CE,BELA CRUZ,UBASF PSF DA PRATA,DISTRITO DE PRATA,S/N,PRATA,"DISTRITO DE PRATA, PRATA, BELA CRUZ, CE, BRASIL",-2.94257,-40.27691,"Prata, Bela Cruz","2 56m 33.252s S, 40 16m 36.876s W",,0
CE,BELA CRUZ,UBASF PSF SEDE I,RUA CAP MIGUEL LOPES,S/N,CENTRO,"RUA CAP MIGUEL LOPES, CENTRO, BELA CRUZ, CE, BRASIL",-3.05421,-40.17257,"Rua Capitão Miguel Lopes, 62570-000, Bela Cruz","3 3m 15.156s S, 40 10m 21.252s W",62570-000,7191499
CE,BELA CRUZ,UBASF DE MATRIZ,DISTRITO DE MATRIZ,S/N,MATRIZ,"DISTRITO DE MATRIZ, MATRIZ, BELA CRUZ, CE, BRASIL",-3.72938,-38.70162,"Rua Bela Cruz, 61615-515, Caucaia","3 43m 45.768s S, 38 42m 5.832s W",61615-515,0
CE,BOA VIAGEM,CENTRO DE SAUDE DE BOA VIAGEM,SAO VICENTE DE PAULA,175,CENTRO,"SAO VICENTE DE PAULA, CENTRO, BOA VIAGEM, CE, BRASIL",-5.1254,-39.72932,"Rua São Vicente de Paula, 63870-000, Boa Viagem","5 7m 31.44s S, 39 43m 45.552s W",63870-000,0
CE,BOA VIAGEM,UNIDADE DE SAUDE DA FAMILIA DR JOSE VIEIRA DE LIMA FILHO,RUA JOAO ABREU LIMA,190,VILA HOLANDA,"RUA JOAO ABREU LIMA, VILA HOLANDA, BOA VIAGEM, CE, BRASIL",-5.13877,-39.7365,"Rua João Abreu de Lima, 63870-000, Boa Viagem","5 8m 19.572s S, 39 44m 11.4s W",63870-000,0
CE,BOA VIAGEM,PROG SAUDE DA FAM DE SAO PEDRO,VILA SAO PEDRO,S/N,CENTRO,"VILA SAO PEDRO, CENTRO, BOA VIAGEM, CE, BRASIL",-5.89242,-38.62421,"Vila São Pedro, 63475-000, Jaguaribe","5 53m 32.712s S, 38 37m 27.156s W",63475-000,0
CE,BOA VIAGEM,PROG SAUDE DA FAM LUIZ FERREIRA DE ALMEIDA,RUA LUIS UCHOA,S/N,B DE FATIMA,"RUA LUIS UCHOA, B DE FATIMA, BOA VIAGEM, CE, BRASIL",-5.13322,-39.72976,"Rua Luís Araújo, 63870-000, Boa Viagem","5 7m 59.592s S, 39 43m 47.136s W",63870-000,0
CE,BOA VIAGEM,PROG SAUDE DA FAM DE BOA VIAGINHA,RUA CENTRAL,S/N,CENTRO,"RUA CENTRAL, CENTRO, BOA VIAGEM, CE, BRASIL",-5.12796,-39.73285,"Centro, Boa Viagem","5 7m 40.656s S, 39 43m 58.26s W",,0
CE,BOA VIAGEM,PSF FLORESTA,FLORESTA,S/N,DISTRITO FLORESTA,"FLORESTA, DISTRITO FLORESTA, BOA VIAGEM, CE, BRASIL",-5.1150400000000005,-39.72423,"Floresta, Boa Viagem","5 6m 54.144s S, 39 43m 27.228s W",,0
CE,BOA VIAGEM,PROG SAUDE DA FAM DE DOM DA COSTA,DISTRITO DOM DA COSTA,S/N,CENTRO,"DISTRITO DOM DA COSTA, CENTRO, BOA VIAGEM, CE, BRASIL",-4.87588,-39.90227,"Rua José Capistrano da Costa, 63870-000, Boa Viagem","4 52m 33.168s S, 39 54m 8.172s W",63870-000,0
CE,BOA VIAGEM,PROG SAUDE DA FAM PSF RECREIO,RUA CELCINA VIEIRA DE SOUSA,S/N,ALTO DO RECREIO,"RUA CELCINA VIEIRA DE SOUSA, ALTO DO RECREIO, BOA VIAGEM, CE, BRASIL",-5.11951,-39.74271,"Rua Celcina Vieira de Sousa, 63870-000, Boa Viagem","5 7m 10.236s S, 39 44m 33.756s W",63870-000,0
CE,BOA VIAGEM,PROG SAUDE DA FAM DE BOQUEIRAO,VILA DE BOUQUEIRAO,S/N,CENTRO,"VILA DE BOUQUEIRAO, CENTRO, BOA VIAGEM, CE, BRASIL",-5.1279900000000005,-39.73485,"Avenida Padre Antônio Correia de Sá, 63870-000, Boa Viagem","5 7m 40.764s S, 39 44m 5.46s W",63870-000,0
CE,BOA VIAGEM,PROG SAUDE DA FAM DE GUIA,DISTRITO DE GUIA,S/N,CENTRO,"DISTRITO DE GUIA, CENTRO, BOA VIAGEM, CE, BRASIL",-5.12921,-39.73204000000001,"Avenida Padre Antônio Correia de Sá, 63870-000, Boa Viagem","5 7m 45.156s S, 39 43m 55.344s W",63870-000,0
CE,BOA VIAGEM,PROG SAUDE DA FAM DE BAIRRO DE FATIMA,RUA CENTRAL,S/N,FATIMA,"RUA CENTRAL, FATIMA, BOA VIAGEM, CE, BRASIL",-5.13361,-39.73097,"Rua Walkmar Brasil Santos, 63870-000, Boa Viagem","5 8m 0.996s S, 39 43m 51.492s W",63870-000,0
CE,BOA VIAGEM,PROG SAUDE DA FAM DE IBUACO,DISTRITO IBUACU,S/N,CENTRO,"DISTRITO IBUACU, CENTRO, BOA VIAGEM, CE, BRASIL",-5.12796,-39.73285,"Centro, Boa Viagem","5 7m 40.656s S, 39 43m 58.26s W",,0
CE,BOA VIAGEM,PROG SAUDE DA FAM DE IPIRANGA,FAZENDA IPIRANGA,S/N,CENTRO,"FAZENDA IPIRANGA, CENTRO, BOA VIAGEM, CE, BRASIL",-5.12796,-39.73285,"Centro, Boa Viagem","5 7m 40.656s S, 39 43m 58.26s W",,0
CE,BREJO SANTO,PSF DO CORACAO DE JESUS,RUA MANOEL INACIO DE LUCENA,187,CENTRO,"RUA MANOEL INACIO DE LUCENA, CENTRO, BREJO SANTO, CE, BRASIL",-7.4909,-38.98678,"Rua Manoel Inácio de Lucena, 63260-000, Brejo Santo","7 29m 27.24s S, 38 59m 12.408s W",63260-000,2482916
CE,BREJO SANTO,PSF MORRO DOURADO II,RUA RAIMUNDO JACINTO FERREIRA,1,MORRO DOURADO,"RUA RAIMUNDO JACINTO FERREIRA, MORRO DOURADO, BREJO SANTO, CE, BRASIL",-7.4756,-38.97893,"Rua Raimundo Jacinto Ferreira, 63260-000, Brejo Santo","7 28m 32.16s S, 38 58m 44.148s W",63260-000,7528116
CE,BREJO SANTO,PSF SANTISSIMO SACRAMENTO,RUA RAIMUNDO ZABULON DE FIGUEIREDO,S/N,CAPILE,"RUA RAIMUNDO ZABULON DE FIGUEIREDO, CAPILE, BREJO SANTO, CE, BRASIL",-7.49045,-38.99314,"Rua Raimundo Zabulon Figueiredo, 63260-000, Brejo Santo","7 29m 25.62s S, 38 59m 35.304s W",63260-000,7528132
CE,BREJO SANTO,PSF SAO FELIPE,SITIO TIMBAUBA UNIDADE VEREADOR PEDRO FELINTO,S/N,ZONA RURAL,"SITIO TIMBAUBA UNIDADE VEREADOR PEDRO FELINTO, ZONA RURAL, BREJO SANTO, CE, BRASIL",-7.48265,-38.98578,"Rua Vereador Pedro Felinto de Lucena, Brejo Santo","7 28m 57.54s S, 38 59m 8.808s W",,2481227
CE,BREJO SANTO,PSF DA LAGOA DO MATO,SITIO CABACEIRAS,S/N,LAGOA DO MATO,"SITIO CABACEIRAS, LAGOA DO MATO, BREJO SANTO, CE, BRASIL",-7.51006,-38.98448,"Estrada Duas Lagoas, 63260-000, Brejo Santo","7 30m 36.216s S, 38 59m 4.128s W",63260-000,2481200
CE,BREJO SANTO,PSF DO ARAUJAO,RUA OLEGARIO EMIDIO DE ARAUJO,472,CENTRO,"RUA OLEGARIO EMIDIO DE ARAUJO, CENTRO, BREJO SANTO, CE, BRASIL",-7.48619,-38.98577,"Rua Olegário Emídio Araújo, Brejo Santo","7 29m 10.284s S, 38 59m 8.772s W",,3288927
CE,BREJO SANTO,PSF CORACAO DE MARIA,VILA ESPERANCA,S/N,VILA ESPERANCA,"VILA ESPERANCA, VILA ESPERANCA, BREJO SANTO, CE, BRASIL",-6.10203,-39.46767,"Vila Esperança, Acopiara","6 6m 7.308s S, 39 28m 3.612s W",,6743102
CE,BREJO SANTO,PSF RENE LUCENA II,RUA SOLDADO WILSON GABRIEL,684,RENE LUCENA,"RUA SOLDADO WILSON GABRIEL, RENE LUCENA, BREJO SANTO, CE, BRASIL",-7.49172,-38.99999,"Renê Lucena, Brejo Santo","7 29m 30.192s S, 38 59m 59.964s W",,7528124
CE,BREJO SANTO,PSF DO SAO FRANCISCO,RUA GENESIO RICARTE,324,SAO FRANCISCO,"RUA GENESIO RICARTE, SAO FRANCISCO, BREJO SANTO, CE, BRASIL",-7.49463,-38.98138,"Rua Genézio Ricart, 63260-000, Brejo Santo","7 29m 40.668s S, 38 58m 52.968s W",63260-000,2481251
CE,BREJO SANTO,PSF DO SAO SEBASTIAO,VILA SAO SEBASTIAO,S/N,ZONA RURAL,"VILA SAO SEBASTIAO, ZONA RURAL, BREJO SANTO, CE, BRASIL",-5.15016,-38.13663,"Vila São Sebastião, 62930-000, Limoeiro do Norte","5 9m 0.576s S, 38 8m 11.868s W",62930-000,7191138
CE,BREJO SANTO,PSF NOSSA SENHORA DE FATIMA,LAGOA DO MATO NOBILINO,S/N,ZONA RURAL,"LAGOA DO MATO NOBILINO, ZONA RURAL, BREJO SANTO, CE, BRASIL",-4.64689,-39.67696,"Lagoa do Mato, Itatira","4 38m 48.804s S, 39 40m 37.056s W",,3534758
CE,BREJO SANTO,PSF DO MORRO DOURADO,RUA RAIMUNDO JACINTO FERREIRA,1,MORRO DOURADO,"RUA RAIMUNDO JACINTO FERREIRA, MORRO DOURADO, BREJO SANTO, CE, BRASIL",-7.4756,-38.97893,"Rua Raimundo Jacinto Ferreira, 63260-000, Brejo Santo","7 28m 32.16s S, 38 58m 44.148s W",63260-000,2481235
CE,BREJO SANTO,PSF DO RENE LUCENA,RUA PEDRO NICODEMOS DE ARAUJO,299,CONJ HAB RENE LUCENA,"RUA PEDRO NICODEMOS DE ARAUJO, CONJ HAB RENE LUCENA, BREJO SANTO, CE, BRASIL",-7.48625,-39.00431,"Rua Valdemar Napoleão de Araújo, 63260-000, Brejo Santo","7 29m 10.5s S, 39 0m 15.516s W",63260-000,2481197
CE,BREJO SANTO,PSF DA LAGOA DO MATO II,SITIO LAGOA DO MATO II RODOVIA SANTOS DUMONT,S/N,ZONA RURAL,"SITIO LAGOA DO MATO II RODOVIA SANTOS DUMONT, ZONA RURAL, BREJO SANTO, CE, BRASIL",-7.512639999999997,-38.99014,"Rodovia Santos Dumont, 63260-000, Brejo Santo","7 30m 45.504s S, 38 59m 24.504s W",63260-000,7191111
CE,BREJO SANTO,PSF POCO,SITIO POCO DO PAU DR JOSE NAPOLEAO DE ARAUJO,S/N,ZONA RURAL,"SITIO POCO DO PAU DR JOSE NAPOLEAO DE ARAUJO, ZONA RURAL, BREJO SANTO, CE, BRASIL",-7.4936,-38.98568,"Rua José C. Tavares & Rua Napoleão de Araújo Lima, 63260, Brejo Santo","7 29m 36.96s S, 38 59m 8.448s W",63260,2481243
CE,BREJO SANTO,PSF LUZIA LEITE,RUA CASA PEREIRA,90,CENTRO,"RUA CASA PEREIRA, CENTRO, BREJO SANTO, CE, BRASIL",-7.48803,-38.98911,"Rua Pedro Pereira de Lucena, Brejo Santo","7 29m 16.908s S, 38 59m 20.796s W",,3035034
CE,BREJO SANTO,PSF DO VIEIRA,SITIO VIEIRA,S/N,VIEIRA,"SITIO VIEIRA, VIEIRA, BREJO SANTO, CE, BRASIL",-6.01821,-38.40927,"Rua Sítio Tome Vieira, 63460-000, Ererê","6 1m 5.556s S, 38 24m 33.372s W",63460-000,2481219
CE,BREJO SANTO,PSF DO SAO FRANCISCO II,RUA MANOEL TIBURTINO FILHO,320,SAO FRANCISCO,"RUA MANOEL TIBURTINO FILHO, SAO FRANCISCO, BREJO SANTO, CE, BRASIL",-7.48976,-38.9812,"Rua Manoel Tiburtino Filho, 63260-000, Brejo Santo","7 29m 23.136s S, 38 58m 52.32s W",63260-000,0
CE,BREJO SANTO,PSF DO ALTO DA BELA VISTA,RUA FRANCISCO GOMES SOBRAL,S/N,ALTO DA BELA VISTA,"RUA FRANCISCO GOMES SOBRAL, ALTO DA BELA VISTA, BREJO SANTO, CE, BRASIL",-7.49367,-38.99048,"Rua Francisco Gomes Sobral, 63260-000, Brejo Santo","7 29m 37.212s S, 38 59m 25.728s W",63260-000,2480670
CE,BREJO SANTO,PSF DA VILA DA CONCEICAO,SITIO VILA DA CONCEICAO,S/N,VILA DA CONCEICAO,"SITIO VILA DA CONCEICAO, VILA DA CONCEICAO, BREJO SANTO, CE, BRASIL",-7.47376,-38.97592,"Rua Maria Odisa da Conceição, 63260-000, Brejo Santo","7 28m 25.536s S, 38 58m 33.312s W",63260-000,2481278
CE,CAMOCIM,UBASF JOSE FARIAS,RUA 24 DE MAIO,S/N,PRAIA,"RUA 24 DE MAIO, PRAIA, CAMOCIM, CE, BRASIL",-2.89774,-40.84338,"Rua Vinte e Quatro de Maio, 62400-000, Camocim","2 53m 51.864s S, 40 50m 36.168s W",62400-000,3559866
CE,CAMOCIM,UBASF JOSE WALDEMAR DE ALCANTARA E SILVA,RUA JUAZEIRO,489,OLINDA,"RUA JUAZEIRO, OLINDA, CAMOCIM, CE, BRASIL",-2.91478,-40.84242,"Rua Juazeiro & Rua Olinda II, 62400, Camocim","2 54m 53.208s S, 40 50m 32.712s W",62400,3567168
CE,CAMOCIM,UBASF JOSE VIEIRA IBIAPINA,DISTRITO DE FLAMENGAS,S/N,FLAMENGAS,"DISTRITO DE FLAMENGAS, FLAMENGAS, CAMOCIM, CE, BRASIL",-3.92286,-40.89567,"Estrada Distrito de Betânia, 62360-000, Ibiapina","3 55m 22.296s S, 40 53m 44.412s W",62360-000,3567249
CE,CAMOCIM,UBASF AUGUSTO PEREIRA DOS SANTOS,RUA SANTOS DUMONT,S/N,BRASILIA,"RUA SANTOS DUMONT, BRASILIA, CAMOCIM, CE, BRASIL",-2.89976,-40.84382,"Rua Santos Dumont, 62400-000, Camocim","2 53m 59.136s S, 40 50m 37.752s W",62400-000,2426978
CE,CAMOCIM,UBASF EMANOEL ALVES DE CASTRO,DISTRITO DE GURIU,S/N,DISTRITO DE GUR,"DISTRITO DE GURIU, DISTRITO DE GUR, CAMOCIM, CE, BRASIL",-3.92286,-40.89567,"Estrada Distrito de Betânia, 62360-000, Ibiapina","3 55m 22.296s S, 40 53m 44.412s W",62360-000,2427079
CE,CAMOCIM,UBASF AFONSO WALTER MAGALHAES PINTO,RUA DA ALEGRIA,S/N,NOSSA SENHORA DE FAT,"RUA DA ALEGRIA, NOSSA SENHORA DE FAT, CAMOCIM, CE, BRASIL",-22.75305,-43.32249,"Rua da Alegria, 25040, Duque de Caxias","22 45m 10.98s S, 43 19m 20.964s W",25040,7762917
CE,CAMOCIM,UBASF RAIMUNDO ALVES FERNANDES,TABELIAO MARIO AGUIAR COELHO,S/N,RODAGEM DO LAGO,"TABELIAO MARIO AGUIAR COELHO, RODAGEM DO LAGO, CAMOCIM, CE, BRASIL",-2.88838,-40.85779,"Rua Tabelião Mário Aguiar Coelho, 62400-000, Camocim","2 53m 18.168s S, 40 51m 28.044s W",62400-000,2725975
CE,CAMOCIM,UBASF THOMAZIA MOREIRA DA SILVA,DISTRITO AMARELAS,S/N,AMARELAS,"DISTRITO AMARELAS, AMARELAS, CAMOCIM, CE, BRASIL",-3.75266,-38.52847,"Rua Amarela, 60411-230, Fortaleza","3 45m 9.576s S, 38 31m 42.492s W",60411-230,2427001
CE,CAMOCIM,UBASF MARIA GUILHERMINO CARVALHO,TUCUNS,S/N,TUCUNS,"TUCUNS, TUCUNS, CAMOCIM, CE, BRASIL",-2.9026646,-40.5859342,"CE-313, Tucuns, Guriú, Camocim, Região Geográfica Imediata de Camocim, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil","2 54m 9.59256s S, 40 35m 9.36312s W",,6915973
CE,CAMOCIM,UBASF DR JOAO COLARES FILHO,RUA ANTONIO LIMA,S/N,COQUEIROS,"RUA ANTONIO LIMA, COQUEIROS, CAMOCIM, CE, BRASIL",-2.91191,-40.83965,"Rua Antônio Lima, 62400-000, Camocim","2 54m 42.876s S, 40 50m 22.74s W",62400-000,2427028
CE,CAMOCIM,UBASF FERNANDO DE ARAUJO PEREIRA,RUA HUMAITA,S/N,SAO PEDRO,"RUA HUMAITA, SAO PEDRO, CAMOCIM, CE, BRASIL",-2.89666,-40.8463,"Rua Dom Pedro Segundo & Rua Humaitá, 62400, Camocim","2 53m 47.976s S, 40 50m 46.68s W",62400,7924135
CE,CAMOCIM,UBASF EMILIO SCHMIDLIM GUILHON,RUA JOSE EUCLIDES FERREIRA GOMES,S/N,JARDIM DAS OLIVEIRA,"RUA JOSE EUCLIDES FERREIRA GOMES, JARDIM DAS OLIVEIRA, CAMOCIM, CE, BRASIL",-3.67648,-40.37849,"Rua das Flores, Sobral","3 40m 35.328s S, 40 22m 42.564s W",,7897774
CE,CAMOCIM,UBASF VICENTE VALDECIO GONCALVES MOREIRA,TRAVESSA ESPERANTINA,S/N,BOA ESPERANCA,"TRAVESSA ESPERANTINA, BOA ESPERANCA, CAMOCIM, CE, BRASIL",-3.77342,-38.59779,"Travessa Boa Esperança, 60545-552, Fortaleza","3 46m 24.312s S, 38 35m 52.044s W",60545-552,2427052
